output_area,All household spaces,Occupied household spaces,Unoccupied household spaces,Unoccupied household spaces: Second residence/holiday accommodation,Unoccupied household spaces: Vacant
S00092081,64,53,11,0,11
S00092082,66,61,5,1,4
S00092083,55,50,5,2,3
S00092084,44,40,4,0,4
S00092085,43,43,0,0,0
S00092086,45,45,0,0,0
S00092087,62,60,2,0,2
S00092088,40,39,1,1,0
S00092089,56,45,11,5,6
S00092090,63,61,2,0,2
S00092091,69,63,6,0,6
S00092092,58,49,9,2,7
S00092093,57,51,6,4,2
S00092094,73,65,8,6,2
S00092095,50,44,6,5,1
S00092096,54,49,5,1,4
S00092097,87,80,7,0,7
S00092098,66,61,5,0,5
S00092099,67,66,1,0,1
S00092100,69,68,1,0,1
S00092101,51,50,1,0,1
S00092102,46,45,1,0,1
S00092103,44,44,0,0,0
S00092104,52,51,1,0,1
S00092105,48,48,0,0,0
S00092106,56,54,2,1,1
S00092107,48,48,0,0,0
S00092108,49,49,0,0,0
S00092109,60,57,3,0,3
S00092110,59,58,1,0,1
S00092111,65,65,0,0,0
S00092112,52,52,0,0,0
S00092113,113,49,64,46,18
S00092114,51,30,21,15,6
S00092115,64,61,3,1,2
S00092116,66,64,2,1,1
S00092117,50,50,0,0,0
S00092118,55,51,4,4,0
S00092119,58,55,3,2,1
S00092120,48,36,12,9,3
S00092121,50,43,7,4,3
S00092122,47,41,6,3,3
S00092123,67,55,12,6,6
S00092124,45,40,5,3,2
S00092125,58,52,6,3,3
S00092126,46,41,5,4,1
S00092127,47,38,9,6,3
S00092128,48,37,11,7,4
S00092129,63,62,1,1,0
S00092130,63,58,5,3,2
S00092131,82,76,6,2,4
S00092132,39,39,0,0,0
S00092133,71,71,0,0,0
S00092134,48,48,0,0,0
S00092135,70,70,0,0,0
S00092136,45,44,1,0,1
S00092137,34,34,0,0,0
S00092138,67,65,2,0,2
S00092139,41,38,3,0,3
S00092140,59,58,1,0,1
S00092141,23,23,0,0,0
S00092142,33,33,0,0,0
S00092143,40,39,1,0,1
S00092144,68,63,5,1,4
S00092145,34,31,3,0,3
S00092146,42,42,0,0,0
S00092147,71,71,0,0,0
S00092148,73,72,1,0,1
S00092149,55,55,0,0,0
S00092150,28,28,0,0,0
S00092151,63,61,2,1,1
S00092152,34,34,0,0,0
S00092153,62,60,2,0,2
S00092154,40,40,0,0,0
S00092155,30,29,1,0,1
S00092156,30,30,0,0,0
S00092157,74,73,1,0,1
S00092158,65,60,5,0,5
S00092159,50,50,0,0,0
S00092160,54,53,1,1,0
S00092161,75,73,2,0,2
S00092162,54,52,2,0,2
S00092163,95,89,6,3,3
S00092164,28,27,1,0,1
S00092165,80,75,5,4,1
S00092166,32,32,0,0,0
S00092167,70,65,5,2,3
S00092168,53,53,0,0,0
S00092169,47,40,7,7,0
S00092170,62,54,8,8,0
S00092171,54,45,9,8,1
S00092172,49,49,0,0,0
S00092173,62,62,0,0,0
S00092174,71,69,2,0,2
S00092175,69,67,2,1,1
S00092176,69,64,5,0,5
S00092177,49,49,0,0,0
S00092178,39,38,1,0,1
S00092179,78,76,2,0,2
S00092180,81,68,13,11,2
S00092181,47,46,1,0,1
S00092182,60,54,6,0,6
S00092183,69,63,6,1,5
S00092184,87,76,11,0,11
S00092185,75,61,14,0,14
S00092186,41,39,2,1,1
S00092187,70,65,5,1,4
S00092188,46,45,1,1,0
S00092189,51,44,7,7,0
S00092190,53,49,4,4,0
S00092191,62,62,0,0,0
S00092192,58,58,0,0,0
S00092193,74,68,6,4,2
S00092194,78,75,3,1,2
S00092195,73,71,2,0,2
S00092196,76,72,4,0,4
S00092197,68,66,2,1,1
S00092198,70,65,5,3,2
S00092199,36,34,2,2,0
S00092200,23,22,1,1,0
S00092201,37,37,0,0,0
S00092202,74,74,0,0,0
S00092203,61,60,1,0,1
S00092204,56,56,0,0,0
S00092205,46,46,0,0,0
S00092206,49,49,0,0,0
S00092207,60,58,2,1,1
S00092208,22,22,0,0,0
S00092209,84,76,8,1,7
S00092210,56,47,9,3,6
S00092211,56,50,6,2,4
S00092212,40,38,2,0,2
S00092213,69,62,7,0,7
S00092214,63,62,1,0,1
S00092215,49,44,5,0,5
S00092216,61,57,4,0,4
S00092217,50,48,2,2,0
S00092218,72,69,3,0,3
S00092219,47,44,3,0,3
S00092220,43,42,1,1,0
S00092221,39,38,1,0,1
S00092222,54,53,1,0,1
S00092223,50,48,2,0,2
S00092224,30,30,0,0,0
S00092225,66,64,2,0,2
S00092226,58,57,1,0,1
S00092227,54,54,0,0,0
S00092228,37,37,0,0,0
S00092229,47,47,0,0,0
S00092230,45,45,0,0,0
S00092231,50,49,1,1,0
S00092232,32,32,0,0,0
S00092233,52,51,1,1,0
S00092234,25,25,0,0,0
S00092235,43,41,2,0,2
S00092236,41,40,1,0,1
S00092237,29,28,1,0,1
S00092238,32,32,0,0,0
S00092239,66,65,1,0,1
S00092240,55,53,2,1,1
S00092241,53,51,2,0,2
S00092242,52,50,2,0,2
S00092243,20,20,0,0,0
S00092244,34,34,0,0,0
S00092245,47,46,1,0,1
S00092246,45,45,0,0,0
S00092247,37,37,0,0,0
S00092248,46,46,0,0,0
S00092249,49,48,1,0,1
S00092250,30,30,0,0,0
S00092251,28,28,0,0,0
S00092252,61,58,3,0,3
S00092253,71,68,3,0,3
S00092254,46,46,0,0,0
S00092255,55,54,1,0,1
S00092256,66,66,0,0,0
S00092257,50,47,3,0,3
S00092258,71,68,3,0,3
S00092259,52,51,1,0,1
S00092260,40,39,1,0,1
S00092261,42,41,1,0,1
S00092262,81,68,13,2,11
S00092263,46,44,2,1,1
S00092264,42,42,0,0,0
S00092265,52,52,0,0,0
S00092266,68,64,4,1,3
S00092267,56,55,1,0,1
S00092268,63,62,1,0,1
S00092269,53,53,0,0,0
S00092270,32,29,3,0,3
S00092271,55,54,1,0,1
S00092272,60,60,0,0,0
S00092273,29,27,2,0,2
S00092274,77,76,1,0,1
S00092275,43,42,1,0,1
S00092276,29,29,0,0,0
S00092277,51,49,2,1,1
S00092278,53,52,1,0,1
S00092279,31,30,1,0,1
S00092280,40,39,1,0,1
S00092281,46,44,2,0,2
S00092282,45,37,8,1,7
S00092283,77,76,1,0,1
S00092284,48,45,3,0,3
S00092285,33,33,0,0,0
S00092286,32,32,0,0,0
S00092287,26,25,1,0,1
S00092288,36,35,1,0,1
S00092289,51,50,1,0,1
S00092290,27,27,0,0,0
S00092291,44,44,0,0,0
S00092292,49,43,6,2,4
S00092293,33,30,3,0,3
S00092294,34,32,2,0,2
S00092295,43,36,7,0,7
S00092296,34,34,0,0,0
S00092297,42,41,1,0,1
S00092298,51,50,1,0,1
S00092299,28,28,0,0,0
S00092300,47,45,2,0,2
S00092301,22,22,0,0,0
S00092302,43,43,0,0,0
S00092303,45,41,4,1,3
S00092304,42,42,0,0,0
S00092305,47,43,4,0,4
S00092306,42,39,3,0,3
S00092307,68,65,3,2,1
S00092308,42,39,3,0,3
S00092309,36,35,1,1,0
S00092310,33,31,2,0,2
S00092311,50,49,1,0,1
S00092312,49,48,1,0,1
S00092313,54,53,1,0,1
S00092314,65,53,12,10,2
S00092315,47,28,19,16,3
S00092316,43,42,1,0,1
S00092317,53,53,0,0,0
S00092318,79,68,11,8,3
S00092319,37,37,0,0,0
S00092320,27,27,0,0,0
S00092321,38,38,0,0,0
S00092322,47,47,0,0,0
S00092323,68,67,1,0,1
S00092324,60,59,1,0,1
S00092325,30,29,1,0,1
S00092326,47,47,0,0,0
S00092327,42,42,0,0,0
S00092328,28,28,0,0,0
S00092329,70,70,0,0,0
S00092330,54,52,2,0,2
S00092331,57,52,5,0,5
S00092332,80,77,3,1,2
S00092333,69,69,0,0,0
S00092334,62,62,0,0,0
S00092335,67,66,1,1,0
S00092336,51,50,1,0,1
S00092337,47,46,1,0,1
S00092338,52,51,1,0,1
S00092339,45,45,0,0,0
S00092340,63,61,2,0,2
S00092341,76,75,1,0,1
S00092342,64,59,5,3,2
S00092343,29,27,2,0,2
S00092344,73,72,1,0,1
S00092345,58,58,0,0,0
S00092346,55,55,0,0,0
S00092347,78,76,2,0,2
S00092348,53,53,0,0,0
S00092349,48,48,0,0,0
S00092350,55,52,3,0,3
S00092351,40,39,1,0,1
S00092352,41,37,4,0,4
S00092353,70,69,1,0,1
S00092354,44,44,0,0,0
S00092355,30,28,2,0,2
S00092356,78,75,3,1,2
S00092357,45,38,7,0,7
S00092358,51,50,1,0,1
S00092359,35,34,1,0,1
S00092360,49,48,1,0,1
S00092361,51,45,6,2,4
S00092362,71,71,0,0,0
S00092363,49,49,0,0,0
S00092364,31,31,0,0,0
S00092365,56,52,4,0,4
S00092366,63,62,1,0,1
S00092367,57,54,3,0,3
S00092368,54,52,2,0,2
S00092369,55,52,3,0,3
S00092370,66,61,5,1,4
S00092371,52,50,2,0,2
S00092372,50,50,0,0,0
S00092373,33,33,0,0,0
S00092374,47,45,2,0,2
S00092375,82,77,5,0,5
S00092376,42,42,0,0,0
S00092377,38,33,5,0,5
S00092378,44,41,3,1,2
S00092379,33,33,0,0,0
S00092380,26,23,3,1,2
S00092381,30,28,2,2,0
S00092382,37,36,1,0,1
S00092383,56,52,4,0,4
S00092384,77,71,6,1,5
S00092385,56,56,0,0,0
S00092386,53,51,2,0,2
S00092387,71,70,1,0,1
S00092388,38,36,2,0,2
S00092389,77,76,1,0,1
S00092390,46,44,2,0,2
S00092391,29,28,1,0,1
S00092392,65,62,3,0,3
S00092393,41,41,0,0,0
S00092394,74,71,3,0,3
S00092395,50,49,1,0,1
S00092396,45,42,3,0,3
S00092397,66,65,1,1,0
S00092398,73,70,3,2,1
S00092399,59,57,2,1,1
S00092400,74,71,3,1,2
S00092401,63,62,1,0,1
S00092402,65,60,5,3,2
S00092403,58,56,2,0,2
S00092404,58,52,6,1,5
S00092405,57,54,3,0,3
S00092406,50,48,2,0,2
S00092407,66,66,0,0,0
S00092408,58,57,1,1,0
S00092409,51,47,4,1,3
S00092410,61,59,2,0,2
S00092411,27,26,1,0,1
S00092412,43,39,4,2,2
S00092413,45,43,2,1,1
S00092414,38,37,1,1,0
S00092415,47,45,2,2,0
S00092416,44,43,1,0,1
S00092417,55,39,16,16,0
S00092418,59,49,10,8,2
S00092419,33,27,6,2,4
S00092420,60,51,9,5,4
S00092421,30,28,2,1,1
S00092422,34,33,1,0,1
S00092423,57,55,2,0,2
S00092424,28,26,2,1,1
S00092425,86,77,9,9,0
S00092426,68,55,13,11,2
S00092427,69,51,18,15,3
S00092428,59,50,9,9,0
S00092429,45,43,2,0,2
S00092430,47,45,2,1,1
S00092431,59,59,0,0,0
S00092432,49,47,2,0,2
S00092433,59,51,8,5,3
S00092434,74,72,2,1,1
S00092435,33,31,2,0,2
S00092436,68,67,1,0,1
S00092437,64,63,1,0,1
S00092438,41,40,1,0,1
S00092439,54,54,0,0,0
S00092440,24,22,2,1,1
S00092441,83,83,0,0,0
S00092442,51,46,5,0,5
S00092443,45,45,0,0,0
S00092444,41,41,0,0,0
S00092445,27,25,2,0,2
S00092446,55,42,13,12,1
S00092447,32,31,1,0,1
S00092448,81,69,12,12,0
S00092449,38,38,0,0,0
S00092450,59,59,0,0,0
S00092451,63,63,0,0,0
S00092452,52,52,0,0,0
S00092453,54,54,0,0,0
S00092454,48,47,1,0,1
S00092455,54,54,0,0,0
S00092456,35,35,0,0,0
S00092457,33,33,0,0,0
S00092458,76,75,1,0,1
S00092459,76,76,0,0,0
S00092460,45,45,0,0,0
S00092461,26,25,1,0,1
S00092462,68,67,1,1,0
S00092463,37,37,0,0,0
S00092464,70,66,4,0,4
S00092465,40,40,0,0,0
S00092466,62,62,0,0,0
S00092467,51,51,0,0,0
S00092468,38,37,1,0,1
S00092469,29,27,2,0,2
S00092470,72,71,1,0,1
S00092471,96,93,3,0,3
S00092472,34,34,0,0,0
S00092473,38,38,0,0,0
S00092474,60,59,1,0,1
S00092475,76,75,1,0,1
S00092476,43,42,1,0,1
S00092477,56,55,1,0,1
S00092478,27,26,1,0,1
S00092479,59,56,3,1,2
S00092480,50,48,2,0,2
S00092481,47,43,4,1,3
S00092482,44,40,4,2,2
S00092483,58,53,5,1,4
S00092484,50,44,6,4,2
S00092485,101,62,39,31,8
S00092486,33,33,0,0,0
S00092487,71,65,6,5,1
S00092488,36,35,1,1,0
S00092489,50,46,4,2,2
S00092490,48,48,0,0,0
S00092491,56,53,3,0,3
S00092492,34,34,0,0,0
S00092493,65,62,3,0,3
S00092494,60,59,1,0,1
S00092495,51,50,1,0,1
S00092496,55,55,0,0,0
S00092497,47,43,4,0,4
S00092498,46,45,1,0,1
S00092499,49,44,5,3,2
S00092500,51,51,0,0,0
S00092501,50,47,3,0,3
S00092502,50,50,0,0,0
S00092503,59,58,1,0,1
S00092504,54,52,2,0,2
S00092505,46,46,0,0,0
S00092506,57,56,1,0,1
S00092507,70,64,6,0,6
S00092508,68,68,0,0,0
S00092509,46,43,3,0,3
S00092510,53,53,0,0,0
S00092511,65,61,4,1,3
S00092512,66,65,1,1,0
S00092513,64,63,1,0,1
S00092514,63,63,0,0,0
S00092515,29,28,1,0,1
S00092516,60,57,3,0,3
S00092517,57,55,2,0,2
S00092518,47,47,0,0,0
S00092519,70,68,2,0,2
S00092520,56,53,3,1,2
S00092521,48,46,2,0,2
S00092522,77,74,3,0,3
S00092523,30,29,1,1,0
S00092524,79,75,4,0,4
S00092525,24,23,1,0,1
S00092526,42,42,0,0,0
S00092527,42,40,2,0,2
S00092528,55,54,1,0,1
S00092529,60,58,2,0,2
S00092530,48,46,2,1,1
S00092531,41,39,2,0,2
S00092532,54,53,1,0,1
S00092533,50,49,1,1,0
S00092534,64,63,1,0,1
S00092535,29,29,0,0,0
S00092536,41,38,3,0,3
S00092537,25,24,1,1,0
S00092538,70,69,1,0,1
S00092539,34,32,2,1,1
S00092540,56,56,0,0,0
S00092541,45,45,0,0,0
S00092542,44,44,0,0,0
S00092543,77,75,2,0,2
S00092544,38,37,1,0,1
S00092545,50,49,1,1,0
S00092546,26,26,0,0,0
S00092547,54,51,3,0,3
S00092548,35,34,1,0,1
S00092549,55,51,4,0,4
S00092550,81,79,2,1,1
S00092551,71,68,3,0,3
S00092552,73,72,1,0,1
S00092553,54,53,1,0,1
S00092554,63,62,1,0,1
S00092555,57,57,0,0,0
S00092556,45,43,2,0,2
S00092557,71,67,4,0,4
S00092558,67,67,0,0,0
S00092559,57,57,0,0,0
S00092560,59,57,2,0,2
S00092561,37,37,0,0,0
S00092562,82,77,5,0,5
S00092563,66,61,5,2,3
S00092564,37,33,4,2,2
S00092565,64,64,0,0,0
S00092566,55,53,2,0,2
S00092567,46,46,0,0,0
S00092568,50,50,0,0,0
S00092569,65,65,0,0,0
S00092570,51,51,0,0,0
S00092571,41,38,3,0,3
S00092572,35,33,2,0,2
S00092573,76,73,3,1,2
S00092574,54,54,0,0,0
S00092575,73,68,5,2,3
S00092576,36,36,0,0,0
S00092577,45,42,3,0,3
S00092578,37,36,1,1,0
S00092579,39,39,0,0,0
S00092580,67,61,6,3,3
S00092581,67,65,2,2,0
S00092582,46,42,4,1,3
S00092583,116,72,44,40,4
S00092584,27,27,0,0,0
S00092585,69,67,2,1,1
S00092586,68,66,2,0,2
S00092587,58,55,3,1,2
S00092588,57,53,4,4,0
S00092589,73,58,15,12,3
S00092590,64,44,20,15,5
S00092591,42,40,2,2,0
S00092592,73,69,4,0,4
S00092593,52,49,3,0,3
S00092594,55,54,1,0,1
S00092595,41,41,0,0,0
S00092596,76,73,3,0,3
S00092597,53,46,7,4,3
S00092598,63,58,5,4,1
S00092599,58,53,5,2,3
S00092600,45,43,2,0,2
S00092601,46,40,6,0,6
S00092602,40,39,1,0,1
S00092603,57,53,4,2,2
S00092604,59,57,2,1,1
S00092605,49,46,3,1,2
S00092606,40,38,2,1,1
S00092607,51,49,2,1,1
S00092608,46,41,5,2,3
S00092609,69,69,0,0,0
S00092610,75,75,0,0,0
S00092611,35,33,2,1,1
S00092612,59,59,0,0,0
S00092613,46,43,3,1,2
S00092614,40,40,0,0,0
S00092615,30,30,0,0,0
S00092616,64,63,1,0,1
S00092617,32,32,0,0,0
S00092618,66,66,0,0,0
S00092619,59,59,0,0,0
S00092620,46,46,0,0,0
S00092621,69,68,1,0,1
S00092622,48,47,1,0,1
S00092623,58,55,3,0,3
S00092624,52,50,2,0,2
S00092625,61,61,0,0,0
S00092626,41,39,2,0,2
S00092627,55,52,3,0,3
S00092628,20,20,0,0,0
S00092629,88,87,1,0,1
S00092630,24,24,0,0,0
S00092631,75,75,0,0,0
S00092632,35,34,1,0,1
S00092633,58,56,2,1,1
S00092634,57,57,0,0,0
S00092635,75,74,1,0,1
S00092636,63,63,0,0,0
S00092637,58,58,0,0,0
S00092638,41,41,0,0,0
S00092639,38,38,0,0,0
S00092640,59,58,1,0,1
S00092641,59,57,2,0,2
S00092642,75,74,1,0,1
S00092643,24,24,0,0,0
S00092644,52,52,0,0,0
S00092645,38,38,0,0,0
S00092646,42,42,0,0,0
S00092647,69,68,1,0,1
S00092648,56,56,0,0,0
S00092649,67,66,1,1,0
S00092650,72,71,1,0,1
S00092651,50,49,1,0,1
S00092652,28,28,0,0,0
S00092653,66,66,0,0,0
S00092654,48,48,0,0,0
S00092655,49,49,0,0,0
S00092656,35,35,0,0,0
S00092657,77,77,0,0,0
S00092658,29,29,0,0,0
S00092659,73,72,1,0,1
S00092660,48,47,1,0,1
S00092661,48,47,1,0,1
S00092662,33,32,1,0,1
S00092663,39,39,0,0,0
S00092664,64,62,2,0,2
S00092665,32,32,0,0,0
S00092666,78,77,1,0,1
S00092667,43,39,4,2,2
S00092668,38,38,0,0,0
S00092669,62,61,1,0,1
S00092670,36,36,0,0,0
S00092671,46,44,2,0,2
S00092672,74,71,3,0,3
S00092673,33,33,0,0,0
S00092674,60,59,1,1,0
S00092675,67,66,1,0,1
S00092676,36,35,1,1,0
S00092677,42,42,0,0,0
S00092678,54,51,3,0,3
S00092679,46,43,3,2,1
S00092680,81,77,4,3,1
S00092681,45,45,0,0,0
S00092682,49,48,1,1,0
S00092683,64,64,0,0,0
S00092684,31,30,1,0,1
S00092685,38,38,0,0,0
S00092686,64,63,1,0,1
S00092687,77,76,1,0,1
S00092688,41,41,0,0,0
S00092689,76,76,0,0,0
S00092690,77,77,0,0,0
S00092691,45,45,0,0,0
S00092692,36,36,0,0,0
S00092693,48,48,0,0,0
S00092694,64,64,0,0,0
S00092695,30,29,1,0,1
S00092696,48,48,0,0,0
S00092697,48,48,0,0,0
S00092698,65,65,0,0,0
S00092699,56,52,4,2,2
S00092700,40,40,0,0,0
S00092701,56,56,0,0,0
S00092702,42,42,0,0,0
S00092703,70,70,0,0,0
S00092704,62,60,2,1,1
S00092705,63,59,4,0,4
S00092706,71,68,3,0,3
S00092707,44,41,3,0,3
S00092708,45,45,0,0,0
S00092709,51,50,1,0,1
S00092710,64,63,1,0,1
S00092711,50,48,2,2,0
S00092712,47,47,0,0,0
S00092713,51,51,0,0,0
S00092714,29,29,0,0,0
S00092715,50,49,1,1,0
S00092716,44,44,0,0,0
S00092717,78,77,1,1,0
S00092718,62,58,4,0,4
S00092719,40,40,0,0,0
S00092720,74,73,1,0,1
S00092721,34,34,0,0,0
S00092722,34,33,1,0,1
S00092723,67,67,0,0,0
S00092724,50,48,2,0,2
S00092725,53,48,5,0,5
S00092726,42,42,0,0,0
S00092727,37,36,1,0,1
S00092728,53,51,2,1,1
S00092729,65,63,2,0,2
S00092730,53,52,1,0,1
S00092731,54,54,0,0,0
S00092732,56,56,0,0,0
S00092733,61,60,1,0,1
S00092734,58,58,0,0,0
S00092735,27,27,0,0,0
S00092736,46,36,10,4,6
S00092737,51,50,1,0,1
S00092738,71,69,2,0,2
S00092739,50,48,2,0,2
S00092740,31,29,2,0,2
S00092741,44,43,1,0,1
S00092742,50,48,2,0,2
S00092743,38,36,2,1,1
S00092744,56,56,0,0,0
S00092745,76,75,1,0,1
S00092746,27,27,0,0,0
S00092747,45,44,1,0,1
S00092748,63,61,2,0,2
S00092749,49,49,0,0,0
S00092750,56,54,2,0,2
S00092751,44,44,0,0,0
S00092752,68,66,2,0,2
S00092753,46,46,0,0,0
S00092754,37,36,1,0,1
S00092755,21,21,0,0,0
S00092756,70,68,2,0,2
S00092757,72,72,0,0,0
S00092758,52,51,1,0,1
S00092759,59,58,1,0,1
S00092760,56,55,1,0,1
S00092761,35,34,1,0,1
S00092762,42,41,1,0,1
S00092763,54,53,1,1,0
S00092764,44,44,0,0,0
S00092765,83,81,2,0,2
S00092766,37,36,1,0,1
S00092767,54,54,0,0,0
S00092768,58,57,1,0,1
S00092769,61,59,2,0,2
S00092770,34,33,1,0,1
S00092771,57,57,0,0,0
S00092772,57,55,2,0,2
S00092773,25,25,0,0,0
S00092774,55,53,2,0,2
S00092775,38,37,1,0,1
S00092776,50,48,2,2,0
S00092777,40,40,0,0,0
S00092778,50,50,0,0,0
S00092779,62,61,1,0,1
S00092780,41,41,0,0,0
S00092781,52,52,0,0,0
S00092782,43,43,0,0,0
S00092783,44,44,0,0,0
S00092784,58,57,1,0,1
S00092785,77,75,2,0,2
S00092786,52,52,0,0,0
S00092787,57,56,1,0,1
S00092788,77,77,0,0,0
S00092789,80,80,0,0,0
S00092790,78,77,1,0,1
S00092791,38,37,1,1,0
S00092792,66,65,1,0,1
S00092793,71,69,2,0,2
S00092794,47,47,0,0,0
S00092795,39,39,0,0,0
S00092796,35,35,0,0,0
S00092797,56,53,3,0,3
S00092798,52,51,1,0,1
S00092799,59,50,9,0,9
S00092800,60,60,0,0,0
S00092801,23,22,1,0,1
S00092802,58,56,2,0,2
S00092803,23,22,1,0,1
S00092804,83,82,1,0,1
S00092805,34,33,1,0,1
S00092806,50,50,0,0,0
S00092807,62,60,2,0,2
S00092808,55,55,0,0,0
S00092809,45,45,0,0,0
S00092810,65,65,0,0,0
S00092811,52,50,2,0,2
S00092812,51,51,0,0,0
S00092813,66,62,4,0,4
S00092814,69,68,1,0,1
S00092815,66,64,2,0,2
S00092816,62,61,1,0,1
S00092817,35,35,0,0,0
S00092818,63,60,3,0,3
S00092819,48,46,2,0,2
S00092820,56,56,0,0,0
S00092821,34,33,1,0,1
S00092822,34,32,2,0,2
S00092823,89,89,0,0,0
S00092824,59,58,1,0,1
S00092825,43,41,2,0,2
S00092826,45,44,1,1,0
S00092827,36,35,1,0,1
S00092828,46,41,5,3,2
S00092829,56,53,3,1,2
S00092830,85,83,2,0,2
S00092831,57,56,1,1,0
S00092832,55,52,3,0,3
S00092833,29,29,0,0,0
S00092834,30,30,0,0,0
S00092835,54,54,0,0,0
S00092836,32,31,1,0,1
S00092837,49,48,1,0,1
S00092838,52,50,2,0,2
S00092839,34,33,1,0,1
S00092840,57,56,1,0,1
S00092841,59,57,2,0,2
S00092842,47,45,2,1,1
S00092843,49,44,5,0,5
S00092844,63,62,1,0,1
S00092845,45,44,1,0,1
S00092846,52,49,3,1,2
S00092847,37,34,3,0,3
S00092848,69,64,5,0,5
S00092849,63,61,2,0,2
S00092850,26,24,2,0,2
S00092851,69,68,1,0,1
S00092852,63,61,2,0,2
S00092853,59,56,3,0,3
S00092854,29,28,1,0,1
S00092855,39,37,2,0,2
S00092856,52,50,2,0,2
S00092857,53,52,1,1,0
S00092858,82,80,2,1,1
S00092859,33,33,0,0,0
S00092860,42,42,0,0,0
S00092861,50,50,0,0,0
S00092862,36,34,2,0,2
S00092863,42,42,0,0,0
S00092864,60,59,1,0,1
S00092865,47,47,0,0,0
S00092866,22,22,0,0,0
S00092867,45,44,1,0,1
S00092868,61,57,4,0,4
S00092869,47,44,3,1,2
S00092870,44,43,1,0,1
S00092871,64,64,0,0,0
S00092872,37,36,1,0,1
S00092873,81,78,3,0,3
S00092874,65,62,3,1,2
S00092875,81,77,4,0,4
S00092876,37,36,1,0,1
S00092877,77,70,7,3,4
S00092878,53,48,5,2,3
S00092879,48,47,1,0,1
S00092880,55,53,2,0,2
S00092881,70,67,3,0,3
S00092882,52,47,5,0,5
S00092883,59,58,1,0,1
S00092884,25,24,1,0,1
S00092885,69,68,1,1,0
S00092886,53,51,2,1,1
S00092887,67,67,0,0,0
S00092888,27,26,1,1,0
S00092889,42,37,5,5,0
S00092890,45,36,9,8,1
S00092891,75,64,11,5,6
S00092892,81,65,16,8,8
S00092893,54,51,3,1,2
S00092894,51,47,4,2,2
S00092895,39,38,1,1,0
S00092896,49,48,1,1,0
S00092897,44,42,2,1,1
S00092898,50,47,3,1,2
S00092899,27,25,2,1,1
S00092900,53,50,3,2,1
S00092901,93,91,2,1,1
S00092902,41,41,0,0,0
S00092903,70,70,0,0,0
S00092904,51,51,0,0,0
S00092905,63,63,0,0,0
S00092906,60,57,3,3,0
S00092907,73,69,4,4,0
S00092908,40,34,6,6,0
S00092909,40,39,1,0,1
S00092910,66,64,2,0,2
S00092911,54,52,2,0,2
S00092912,58,56,2,0,2
S00092913,44,44,0,0,0
S00092914,41,40,1,0,1
S00092915,60,57,3,2,1
S00092916,74,73,1,0,1
S00092917,66,64,2,0,2
S00092918,59,59,0,0,0
S00092919,67,66,1,0,1
S00092920,54,49,5,1,4
S00092921,76,72,4,1,3
S00092922,40,36,4,0,4
S00092923,74,46,28,27,1
S00092924,73,59,14,12,2
S00092925,109,73,36,31,5
S00092926,37,26,11,9,2
S00092927,60,59,1,0,1
S00092928,54,54,0,0,0
S00092929,33,32,1,0,1
S00092930,59,59,0,0,0
S00092931,62,61,1,0,1
S00092932,81,80,1,1,0
S00092933,58,57,1,0,1
S00092934,59,56,3,0,3
S00092935,49,49,0,0,0
S00092936,46,45,1,1,0
S00092937,69,60,9,1,8
S00092938,76,69,7,0,7
S00092939,78,68,10,10,0
S00092940,48,46,2,0,2
S00092941,67,67,0,0,0
S00092942,58,58,0,0,0
S00092943,32,32,0,0,0
S00092944,49,49,0,0,0
S00092945,51,50,1,0,1
S00092946,48,47,1,0,1
S00092947,61,57,4,0,4
S00092948,59,57,2,0,2
S00092949,25,25,0,0,0
S00092950,69,65,4,1,3
S00092951,77,75,2,0,2
S00092952,52,52,0,0,0
S00092953,42,41,1,0,1
S00092954,44,42,2,0,2
S00092955,38,38,0,0,0
S00092956,57,57,0,0,0
S00092957,34,34,0,0,0
S00092958,52,50,2,0,2
S00092959,33,31,2,1,1
S00092960,60,59,1,0,1
S00092961,43,41,2,0,2
S00092962,46,46,0,0,0
S00092963,48,47,1,0,1
S00092964,43,43,0,0,0
S00092965,72,72,0,0,0
S00092966,48,48,0,0,0
S00092967,40,40,0,0,0
S00092968,48,48,0,0,0
S00092969,48,46,2,0,2
S00092970,24,24,0,0,0
S00092971,82,79,3,0,3
S00092972,75,72,3,0,3
S00092973,52,50,2,1,1
S00092974,51,45,6,1,5
S00092975,49,49,0,0,0
S00092976,56,53,3,1,2
S00092977,50,49,1,0,1
S00092978,46,44,2,1,1
S00092979,32,29,3,0,3
S00092980,86,84,2,0,2
S00092981,30,27,3,0,3
S00092982,38,37,1,0,1
S00092983,75,74,1,1,0
S00092984,66,63,3,1,2
S00092985,61,59,2,1,1
S00092986,54,54,0,0,0
S00092987,46,45,1,0,1
S00092988,49,49,0,0,0
S00092989,82,75,7,0,7
S00092990,55,55,0,0,0
S00092991,76,73,3,1,2
S00092992,75,72,3,0,3
S00092993,45,43,2,0,2
S00092994,67,65,2,0,2
S00092995,41,40,1,0,1
S00092996,42,40,2,0,2
S00092997,47,47,0,0,0
S00092998,73,66,7,5,2
S00092999,71,65,6,2,4
S00093000,44,43,1,0,1
S00093001,59,55,4,0,4
S00093002,75,69,6,2,4
S00093003,39,38,1,0,1
S00093004,88,84,4,0,4
S00093005,63,62,1,0,1
S00093006,73,68,5,0,5
S00093007,61,60,1,0,1
S00093008,57,54,3,0,3
