output_area,All people in households,Up to 0.5 persons per room,Over 0.5 and up to 1.0 persons per room,Over 1.0 and up to 1.5 persons per room,Over 1.5 persons per room
S00126950,81,65,16,0,0
S00126951,139,113,26,0,0
S00126952,137,102,30,0,5
S00126953,99,89,10,0,0
S00126954,130,55,69,6,0
S00126955,143,37,95,11,0
S00126956,94,55,39,0,0
S00126957,113,72,36,5,0
S00126958,123,77,46,0,0
S00126959,80,35,45,0,0
S00126960,129,58,53,13,5
S00126961,151,51,94,6,0
S00126962,90,56,27,7,0
S00126963,128,83,43,0,2
S00126964,139,75,58,6,0
S00126965,89,55,29,5,0
S00126966,124,51,67,6,0
S00126967,139,60,67,12,0
S00126968,88,45,43,0,0
S00126969,99,62,37,0,0
S00126970,120,38,62,16,4
S00126971,136,66,64,6,0
S00126972,98,50,34,10,4
S00126973,147,91,50,6,0
S00126974,102,83,19,0,0
S00126975,53,45,8,0,0
S00126976,148,93,55,0,0
S00126977,164,78,67,19,0
S00126978,135,75,60,0,0
S00126979,134,55,66,13,0
S00126980,148,86,51,11,0
S00126981,125,97,23,5,0
S00126982,106,91,15,0,0
S00126983,148,85,61,0,2
S00126984,113,57,51,5,0
S00126985,136,72,59,5,0
S00126986,63,41,22,0,0
S00126987,108,56,50,0,2
S00126988,121,103,18,0,0
S00126989,187,100,72,11,4
S00126990,85,44,41,0,0
S00126991,107,53,54,0,0
S00126992,139,86,46,5,2
S00126993,73,64,9,0,0
S00126994,90,81,9,0,0
S00126995,122,111,11,0,0
S00126996,110,63,45,0,2
S00126997,95,61,34,0,0
S00126998,142,76,58,8,0
S00126999,129,90,32,7,0
S00127000,118,66,48,4,0
S00127001,162,83,79,0,0
S00127002,137,67,68,0,2
S00127003,116,81,30,5,0
S00127004,159,105,54,0,0
S00127005,121,96,25,0,0
S00127006,140,109,31,0,0
S00127007,83,62,12,9,0
S00127008,161,129,32,0,0
S00127009,111,54,52,5,0
S00127010,62,43,19,0,0
S00127011,136,108,28,0,0
S00127012,63,23,34,0,6
S00127013,162,99,63,0,0
S00127014,90,22,56,6,6
S00127015,53,25,23,5,0
S00127016,122,70,52,0,0
S00127017,54,32,22,0,0
S00127018,93,68,25,0,0
S00127019,155,109,46,0,0
S00127020,81,58,23,0,0
S00127021,105,50,55,0,0
S00127022,87,45,37,0,5
S00127023,71,41,30,0,0
S00127024,95,43,40,12,0
S00127025,63,47,16,0,0
S00127026,136,96,40,0,0
S00127027,59,25,27,7,0
S00127028,83,54,29,0,0
S00127029,103,62,41,0,0
S00127030,86,54,32,0,0
S00127031,123,64,59,0,0
S00127032,68,43,17,8,0
S00127033,104,51,53,0,0
S00127034,100,61,39,0,0
S00127035,98,64,31,3,0
S00127036,168,100,58,8,2
S00127037,117,89,28,0,0
S00127038,133,118,15,0,0
S00127039,117,69,41,7,0
S00127040,99,65,34,0,0
S00127041,118,72,40,6,0
S00127042,124,91,33,0,0
S00127043,175,100,67,8,0
S00127044,109,86,23,0,0
S00127045,119,80,33,6,0
S00127046,86,64,22,0,0
S00127047,86,63,23,0,0
S00127048,55,31,24,0,0
S00127049,67,48,19,0,0
S00127050,174,87,87,0,0
S00127051,119,38,81,0,0
S00127052,117,79,35,3,0
S00127053,65,46,19,0,0
S00127054,80,62,18,0,0
S00127055,115,70,39,6,0
S00127056,100,58,42,0,0
S00127057,88,56,32,0,0
S00127058,103,68,35,0,0
S00127059,69,44,18,0,7
S00127060,113,73,40,0,0
S00127061,187,118,64,0,5
S00127062,96,53,43,0,0
S00127063,143,95,43,5,0
S00127064,117,88,24,5,0
S00127065,90,53,37,0,0
S00127066,130,66,57,7,0
S00127067,104,69,32,3,0
S00127068,68,55,13,0,0
S00127069,64,40,24,0,0
S00127070,102,58,40,0,4
S00127071,96,59,37,0,0
S00127072,148,93,45,0,10
S00127073,73,44,29,0,0
S00127074,69,39,30,0,0
S00127075,95,65,30,0,0
S00127076,89,62,27,0,0
S00127077,68,48,20,0,0
S00127078,58,40,18,0,0
S00127079,110,67,38,5,0
S00127080,110,87,23,0,0
S00127081,89,58,31,0,0
S00127082,152,102,50,0,0
S00127083,63,38,25,0,0
S00127084,63,36,27,0,0
S00127085,91,49,38,0,4
S00127086,92,70,22,0,0
S00127087,67,34,33,0,0
S00127088,77,47,30,0,0
S00127089,52,32,20,0,0
S00127090,140,77,54,5,4
S00127091,121,47,74,0,0
S00127092,160,90,70,0,0
S00127093,75,50,25,0,0
S00127094,60,35,25,0,0
S00127095,114,75,35,4,0
S00127096,76,49,27,0,0
S00127097,78,42,31,0,5
S00127098,116,74,42,0,0
S00127099,114,92,22,0,0
S00127100,51,44,7,0,0
S00127101,65,53,12,0,0
S00127102,83,68,15,0,0
S00127103,85,47,38,0,0
S00127104,103,59,44,0,0
S00127105,147,103,44,0,0
S00127106,74,58,16,0,0
S00127107,182,110,72,0,0
S00127108,121,61,60,0,0
S00127109,71,45,26,0,0
S00127110,66,31,35,0,0
S00127111,52,20,32,0,0
S00127112,76,40,36,0,0
S00127113,127,79,41,7,0
S00127114,147,80,67,0,0
S00127115,115,60,48,7,0
S00127116,198,98,93,5,2
S00127117,128,65,63,0,0
S00127118,170,87,78,5,0
S00127119,91,70,18,3,0
S00127120,53,42,11,0,0
S00127121,94,53,33,0,8
S00127122,103,65,31,5,2
S00127123,66,47,19,0,0
S00127124,75,39,32,4,0
S00127125,94,67,25,0,2
S00127126,108,86,20,0,2
S00127127,92,72,20,0,0
S00127128,103,36,67,0,0
S00127129,132,51,77,4,0
S00127130,94,77,17,0,0
S00127131,82,48,34,0,0
S00127132,99,82,17,0,0
S00127133,149,96,48,5,0
S00127134,91,43,48,0,0
S00127135,55,36,19,0,0
S00127136,95,55,40,0,0
S00127137,169,118,51,0,0
S00127138,139,60,69,10,0
S00127139,116,50,54,12,0
S00127140,82,34,48,0,0
S00127141,125,50,75,0,0
S00127142,105,43,47,15,0
S00127143,70,39,27,4,0
S00127144,85,47,27,11,0
S00127145,165,116,49,0,0
S00127146,80,63,17,0,0
S00127147,104,46,58,0,0
S00127148,62,39,16,7,0
S00127149,196,165,31,0,0
S00127150,120,83,37,0,0
S00127151,164,106,58,0,0
S00127152,124,73,51,0,0
S00127153,147,96,51,0,0
S00127154,113,76,37,0,0
S00127155,134,96,36,0,2
S00127156,180,139,41,0,0
S00127157,211,128,83,0,0
S00127158,147,101,46,0,0
S00127159,141,112,29,0,0
S00127160,91,77,14,0,0
S00127161,131,99,32,0,0
S00127162,132,96,31,5,0
S00127163,154,128,26,0,0
S00127164,122,73,49,0,0
S00127165,206,137,69,0,0
S00127166,189,125,64,0,0
S00127167,101,94,7,0,0
S00127168,124,114,10,0,0
S00127169,106,78,28,0,0
S00127170,58,38,20,0,0
S00127171,121,60,49,5,7
S00127172,65,48,17,0,0
S00127173,99,56,43,0,0
S00127174,85,52,33,0,0
S00127175,118,67,45,6,0
S00127176,174,151,23,0,0
S00127177,178,124,54,0,0
S00127178,131,77,54,0,0
S00127179,62,51,11,0,0
S00127180,142,73,69,0,0
S00127181,56,40,16,0,0
S00127182,125,99,20,6,0
S00127183,138,82,56,0,0
S00127184,138,92,46,0,0
S00127185,188,143,39,6,0
S00127186,108,81,22,5,0
S00127187,74,53,21,0,0
S00127188,75,41,34,0,0
S00127189,103,62,32,9,0
S00127190,102,90,9,3,0
S00127191,120,60,54,6,0
S00127192,118,79,39,0,0
S00127193,130,65,54,6,5
S00127194,138,85,53,0,0
S00127195,108,76,32,0,0
S00127196,92,58,34,0,0
S00127197,126,98,28,0,0
S00127198,130,74,32,24,0
S00127199,112,93,19,0,0
S00127200,128,108,20,0,0
S00127201,91,82,9,0,0
S00127202,132,77,52,3,0
S00127203,91,64,27,0,0
S00127204,57,39,18,0,0
S00127205,102,63,39,0,0
S00127206,98,62,36,0,0
S00127207,192,99,93,0,0
S00127208,96,79,17,0,0
S00127209,126,70,56,0,0
S00127210,150,107,43,0,0
S00127211,62,41,21,0,0
S00127212,114,60,46,0,8
S00127213,71,40,31,0,0
S00127214,145,42,92,11,0
S00127215,158,76,77,5,0
S00127216,156,106,50,0,0
S00127217,65,24,41,0,0
S00127218,127,58,60,5,4
S00127219,107,66,37,4,0
S00127220,64,47,17,0,0
S00127221,159,108,45,6,0
S00127222,90,43,44,3,0
S00127223,68,36,32,0,0
S00127224,143,67,76,0,0
S00127225,79,47,32,0,0
S00127226,119,94,25,0,0
S00127227,82,47,35,0,0
S00127228,57,27,30,0,0
S00127229,106,88,18,0,0
S00127230,163,111,47,5,0
S00127231,86,71,15,0,0
S00127232,108,90,13,5,0
S00127233,71,52,19,0,0
S00127234,83,63,13,7,0
S00127235,53,39,14,0,0
S00127236,76,26,50,0,0
S00127237,119,80,39,0,0
S00127238,142,100,42,0,0
S00127239,129,108,21,0,0
S00127240,171,127,44,0,0
S00127241,97,87,10,0,0
S00127242,101,72,29,0,0
S00127243,150,112,38,0,0
S00127244,105,68,37,0,0
S00127245,137,103,29,5,0
S00127246,96,52,44,0,0
S00127247,128,81,47,0,0
S00127248,64,46,18,0,0
S00127249,168,111,57,0,0
S00127250,143,84,59,0,0
S00127251,168,68,100,0,0
S00127252,61,29,27,5,0
S00127253,103,63,35,5,0
S00127254,119,41,63,15,0
S00127255,54,26,25,3,0
S00127256,215,95,120,0,0
S00127257,169,70,88,11,0
S00127258,136,73,63,0,0
S00127259,197,81,116,0,0
S00127260,115,59,43,5,8
S00127261,140,61,71,8,0
S00127262,64,28,31,5,0
S00127263,84,40,44,0,0
S00127264,132,67,60,5,0
S00127265,106,31,58,17,0
S00127266,158,61,78,19,0
S00127267,190,72,95,23,0
S00127268,115,54,61,0,0
S00127269,97,49,48,0,0
S00127270,94,21,61,12,0
S00127271,123,47,62,14,0
S00127272,51,23,23,5,0
S00127273,131,59,72,0,0
S00127274,67,33,34,0,0
S00127275,94,48,46,0,0
S00127276,81,41,27,11,2
S00127277,97,72,25,0,0
S00127278,119,66,48,3,2
S00127279,64,36,18,10,0
S00127280,52,33,14,5,0
S00127281,61,51,8,0,2
S00127282,99,66,33,0,0
S00127283,79,51,28,0,0
S00127284,154,83,62,4,5
S00127285,82,58,24,0,0
S00127286,105,40,53,7,5
S00127287,108,48,50,5,5
S00127288,109,53,56,0,0
S00127289,115,92,23,0,0
S00127290,106,82,24,0,0
S00127291,84,68,16,0,0
S00127292,95,80,15,0,0
S00127293,84,52,32,0,0
S00127294,125,95,30,0,0
S00127295,106,84,22,0,0
S00127296,126,72,54,0,0
S00127297,71,14,57,0,0
S00127298,103,62,41,0,0
S00127299,60,37,23,0,0
S00127300,120,76,38,6,0
S00127301,72,23,46,3,0
S00127302,65,34,27,4,0
S00127303,70,38,32,0,0
S00127304,53,43,10,0,0
S00127305,118,66,52,0,0
S00127306,65,48,17,0,0
S00127307,83,64,14,5,0
S00127308,116,69,47,0,0
S00127309,75,49,19,7,0
S00127310,105,46,45,12,2
S00127311,59,40,19,0,0
S00127312,90,71,19,0,0
S00127313,80,45,35,0,0
S00127314,90,60,30,0,0
S00127315,141,92,43,4,2
S00127316,99,65,34,0,0
S00127317,53,43,10,0,0
S00127318,137,72,51,12,2
S00127319,64,38,26,0,0
S00127320,78,48,30,0,0
S00127321,104,68,31,5,0
S00127322,204,135,69,0,0
S00127323,64,43,21,0,0
S00127324,161,100,61,0,0
S00127325,111,60,46,5,0
S00127326,73,53,20,0,0
S00127327,154,82,64,8,0
S00127328,79,39,40,0,0
S00127329,92,72,20,0,0
S00127330,101,52,45,4,0
S00127331,133,86,47,0,0
S00127332,95,56,39,0,0
S00127333,131,56,71,0,4
S00127334,139,104,35,0,0
S00127335,105,85,20,0,0
S00127336,88,72,16,0,0
S00127337,138,122,16,0,0
S00127338,152,88,54,10,0
S00127339,92,62,30,0,0
S00127340,82,53,29,0,0
S00127341,125,71,54,0,0
S00127342,118,86,26,6,0
S00127343,164,79,79,6,0
S00127344,76,49,27,0,0
S00127345,70,39,26,0,5
S00127346,121,53,63,5,0
S00127347,121,76,41,4,0
S00127348,94,42,52,0,0
S00127349,79,39,40,0,0
S00127350,151,103,48,0,0
S00127351,85,45,33,7,0
S00127352,170,103,64,0,3
S00127353,63,52,11,0,0
S00127354,58,50,8,0,0
S00127355,95,86,9,0,0
S00127356,164,99,58,7,0
S00127357,66,56,10,0,0
S00127358,143,103,40,0,0
S00127359,81,45,36,0,0
S00127360,126,82,44,0,0
S00127361,93,33,60,0,0
S00127362,50,44,6,0,0
S00127363,124,75,49,0,0
S00127364,71,47,24,0,0
S00127365,137,83,54,0,0
S00127366,194,133,61,0,0
S00127367,142,96,38,6,2
S00127368,151,104,42,5,0
S00127369,68,53,15,0,0
S00127370,148,105,43,0,0
S00127371,182,85,91,6,0
S00127372,337,234,103,0,0
S00127373,116,87,29,0,0
S00127374,57,51,6,0,0
S00127375,89,62,27,0,0
S00127376,94,67,24,3,0
S00127377,60,37,20,3,0
S00127378,145,72,62,11,0
S00127379,96,64,30,0,2
S00127380,92,62,30,0,0
S00127381,172,123,49,0,0
S00127382,184,92,86,6,0
S00127383,133,67,63,3,0
S00127384,135,49,78,8,0
S00127385,157,104,53,0,0
S00127386,204,162,42,0,0
S00127387,171,110,52,9,0
S00127388,90,56,34,0,0
S00127389,103,59,37,7,0
S00127390,123,78,45,0,0
S00127391,71,30,41,0,0
S00127392,57,47,10,0,0
S00127393,56,45,11,0,0
S00127394,64,36,28,0,0
S00127395,137,86,51,0,0
S00127396,156,85,71,0,0
S00127397,107,59,48,0,0
S00127398,119,59,56,4,0
S00127399,67,37,30,0,0
S00127400,56,26,30,0,0
S00127401,155,110,45,0,0
S00127402,116,62,54,0,0
S00127403,95,58,37,0,0
S00127404,127,76,51,0,0
S00127405,93,52,41,0,0
S00127406,112,83,24,5,0
S00127407,123,50,67,6,0
S00127408,136,58,78,0,0
S00127409,124,77,44,3,0
S00127410,143,71,66,6,0
S00127411,138,50,75,13,0
S00127412,133,54,70,9,0
S00127413,108,46,40,22,0
S00127414,74,52,22,0,0
S00127415,109,60,49,0,0
S00127416,116,56,60,0,0
S00127417,147,85,55,7,0
S00127418,65,46,19,0,0
S00127419,78,45,26,3,4
S00127420,97,58,34,5,0
S00127421,109,62,47,0,0
S00127422,79,42,37,0,0
S00127423,86,55,27,4,0
S00127424,109,70,36,3,0
S00127425,70,51,16,3,0
S00127426,103,62,37,4,0
S00127427,61,36,17,0,8
S00127428,97,73,24,0,0
S00127429,147,86,51,10,0
S00127430,109,52,53,4,0
S00127431,207,65,126,16,0
S00127432,150,53,88,9,0
S00127433,168,65,77,24,2
S00127434,108,35,56,17,0
S00127435,68,23,45,0,0
S00127436,58,34,24,0,0
S00127437,65,31,34,0,0
S00127438,58,29,29,0,0
S00127439,84,53,28,3,0
S00127440,124,73,48,3,0
S00127441,79,47,28,4,0
S00127442,91,39,42,10,0
S00127443,90,51,39,0,0
S00127444,83,50,33,0,0
S00127445,74,40,30,0,4
S00127446,56,33,23,0,0
S00127447,68,44,24,0,0
S00127448,97,54,32,3,8
S00127449,113,78,35,0,0
S00127450,84,57,27,0,0
S00127451,136,89,47,0,0
S00127452,63,52,11,0,0
S00127453,51,31,20,0,0
S00127454,77,52,25,0,0
S00127455,96,37,59,0,0
S00127456,72,51,16,0,5
S00127457,90,72,13,5,0
S00127458,195,68,122,5,0
S00127459,159,86,67,6,0
S00127460,120,45,75,0,0
S00127461,56,36,14,6,0
S00127462,96,55,36,5,0
S00127463,118,66,52,0,0
S00127464,117,67,50,0,0
S00127465,83,31,44,3,5
S00127466,102,58,39,5,0
S00127467,92,29,63,0,0
S00127468,114,70,39,5,0
S00127469,79,72,7,0,0
S00127470,117,56,50,11,0
S00127471,88,51,22,0,15
S00127472,95,52,37,6,0
S00127473,86,54,32,0,0
S00127474,127,58,57,12,0
S00127475,151,55,93,3,0
S00127476,59,40,19,0,0
S00127477,96,77,17,0,2
S00127478,124,70,54,0,0
S00127479,91,49,39,3,0
S00127480,119,71,41,5,2
S00127481,68,37,31,0,0
S00127482,76,40,33,3,0
S00127483,115,75,36,4,0
S00127484,97,46,45,6,0
S00127485,162,91,71,0,0
S00127486,92,50,31,6,5
S00127487,80,38,42,0,0
S00127488,114,84,30,0,0
S00127489,72,50,13,9,0
S00127490,81,50,31,0,0
S00127491,107,73,34,0,0
S00127492,81,39,37,5,0
S00127493,104,43,55,6,0
S00127494,111,63,48,0,0
S00127495,121,59,52,10,0
S00127496,91,49,42,0,0
S00127497,95,61,29,5,0
S00127498,112,56,51,5,0
S00127499,74,34,34,6,0
S00127500,93,50,43,0,0
S00127501,77,41,29,7,0
S00127502,87,36,47,4,0
S00127503,107,63,41,3,0
S00127504,67,40,27,0,0
S00127505,81,54,27,0,0
S00127506,171,75,96,0,0
S00127507,135,74,61,0,0
S00127508,89,31,58,0,0
S00127509,109,34,75,0,0
S00127510,166,77,89,0,0
S00127511,145,88,57,0,0
S00127512,113,50,63,0,0
S00127513,150,57,88,0,5
S00127514,69,33,31,5,0
S00127515,132,39,87,0,6
S00127516,155,53,85,12,5
S00127517,187,58,124,5,0
S00127518,151,69,76,6,0
S00127519,182,92,85,5,0
S00127520,115,24,80,11,0
S00127521,157,50,86,14,7
S00127522,113,26,82,5,0
S00127523,161,44,93,17,7
S00127524,65,38,27,0,0
S00127525,106,34,67,5,0
S00127526,98,39,49,5,5
S00127527,191,81,107,0,3
S00127528,58,24,34,0,0
S00127529,166,63,103,0,0
S00127530,96,45,51,0,0
S00127531,99,45,45,9,0
S00127532,151,70,77,4,0
S00127533,165,64,89,10,2
S00127534,93,43,42,0,8
S00127535,85,60,19,6,0
S00127536,88,47,41,0,0
S00127537,100,72,28,0,0
S00127538,82,40,35,3,4
S00127539,71,43,28,0,0
S00127540,149,71,70,8,0
S00127541,102,50,47,5,0
S00127542,161,69,87,0,5
S00127543,115,39,76,0,0
S00127544,171,80,91,0,0
S00127545,133,53,80,0,0
S00127546,138,70,64,0,4
S00127547,152,79,73,0,0
S00127548,65,38,18,9,0
S00127549,199,119,74,6,0
S00127550,134,98,36,0,0
S00127551,180,104,76,0,0
S00127552,125,80,45,0,0
S00127553,109,66,43,0,0
S00127554,154,85,66,3,0
S00127555,155,109,43,3,0
S00127556,136,85,51,0,0
S00127557,113,72,41,0,0
S00127558,136,85,51,0,0
S00127559,103,58,45,0,0
S00127560,117,63,51,3,0
S00127561,132,61,71,0,0
S00127562,96,53,39,4,0
S00127563,122,74,40,0,8
S00127564,91,39,41,6,5
S00127565,168,108,50,5,5
S00127566,89,43,46,0,0
S00127567,142,85,57,0,0
S00127568,123,58,65,0,0
S00127569,122,93,29,0,0
S00127570,100,49,51,0,0
S00127571,71,30,41,0,0
S00127572,107,64,38,5,0
S00127573,117,78,39,0,0
S00127574,186,96,84,0,6
S00127575,91,70,21,0,0
S00127576,97,46,51,0,0
S00127577,171,67,104,0,0
S00127578,148,71,67,5,5
S00127579,117,46,71,0,0
S00127580,83,38,45,0,0
S00127581,163,67,85,11,0
S00127582,102,39,63,0,0
S00127583,147,57,82,0,8
S00127584,101,53,48,0,0
S00127585,109,24,79,6,0
S00127586,129,67,62,0,0
S00127587,131,64,67,0,0
S00127588,142,57,80,5,0
S00127589,134,44,84,6,0
S00127590,180,73,92,11,4
S00127591,170,75,93,0,2
S00127592,148,53,95,0,0
S00127593,147,50,82,10,5
S00127594,59,22,37,0,0
S00127595,169,39,115,8,7
S00127596,171,55,116,0,0
S00127597,83,49,17,11,6
S00127598,133,47,81,5,0
S00127599,182,49,121,12,0
S00127600,62,20,42,0,0
S00127601,121,59,54,8,0
S00127602,112,41,51,10,10
S00127603,98,40,58,0,0
S00127604,62,22,40,0,0
S00127605,166,84,82,0,0
S00127606,106,61,45,0,0
S00127607,124,55,69,0,0
S00127608,85,59,26,0,0
S00127609,50,30,17,3,0
S00127610,107,60,42,5,0
S00127611,103,45,58,0,0
S00127612,79,57,22,0,0
S00127613,88,52,36,0,0
S00127614,148,89,54,5,0
S00127615,138,83,55,0,0
S00127616,139,47,75,17,0
S00127617,71,43,22,6,0
S00127618,51,47,2,0,2
S00127619,80,39,41,0,0
S00127620,110,41,64,5,0
S00127621,149,76,69,4,0
S00127622,128,72,56,0,0
S00127623,175,64,105,6,0
S00127624,86,43,43,0,0
S00127625,121,31,83,7,0
S00127626,81,39,39,3,0
S00127627,67,36,29,0,2
S00127628,92,52,40,0,0
S00127629,74,50,24,0,0
S00127630,67,49,18,0,0
S00127631,110,65,45,0,0
S00127632,67,56,8,3,0
S00127633,83,54,29,0,0
S00127634,51,30,17,0,4
S00127635,89,46,43,0,0
S00127636,58,35,17,6,0
S00127637,133,87,44,0,2
S00127638,93,61,27,0,5
S00127639,95,68,19,0,8
S00127640,85,44,36,5,0
S00127641,64,45,19,0,0
S00127642,75,39,36,0,0
S00127643,116,71,45,0,0
S00127644,120,56,61,3,0
S00127645,97,61,36,0,0
S00127646,153,54,87,7,5
S00127647,85,55,30,0,0
S00127648,78,51,27,0,0
S00127649,81,39,36,6,0
S00127650,61,25,34,0,2
S00127651,134,74,51,9,0
S00127652,73,42,20,11,0
S00127653,59,35,24,0,0
S00127654,104,71,33,0,0
S00127655,88,43,45,0,0
S00127656,52,39,13,0,0
S00127657,62,37,25,0,0
S00127658,60,40,20,0,0
S00127659,125,75,50,0,0
S00127660,100,61,33,6,0
S00127661,83,54,29,0,0
S00127662,83,45,38,0,0
S00127663,117,67,50,0,0
S00127664,92,37,55,0,0
S00127665,86,51,35,0,0
S00127666,73,34,32,3,4
S00127667,109,65,44,0,0
S00127668,73,54,19,0,0
S00127669,129,61,68,0,0
S00127670,57,25,26,4,2
S00127671,99,47,47,5,0
S00127672,114,64,46,4,0
S00127673,108,46,62,0,0
S00127674,83,49,34,0,0
S00127675,108,93,15,0,0
S00127676,82,57,25,0,0
S00127677,107,68,27,8,4
S00127678,114,57,54,3,0
S00127679,92,55,35,0,2
S00127680,86,59,27,0,0
S00127681,82,39,39,4,0
S00127682,103,75,23,5,0
S00127683,104,54,41,9,0
S00127684,105,38,55,12,0
S00127685,77,54,23,0,0
S00127686,92,65,27,0,0
S00127687,126,65,53,0,8
S00127688,113,64,43,6,0
S00127689,75,29,46,0,0
S00127690,65,36,29,0,0
S00127691,61,49,7,3,2
S00127692,99,54,41,4,0
S00127693,57,40,17,0,0
S00127694,68,43,25,0,0
S00127695,110,38,67,5,0
S00127696,69,59,10,0,0
S00127697,100,73,27,0,0
S00127698,81,49,32,0,0
S00127699,154,92,56,6,0
S00127700,74,49,25,0,0
S00127701,76,59,17,0,0
S00127702,87,70,17,0,0
S00127703,98,53,42,3,0
S00127704,61,35,26,0,0
S00127705,51,45,2,4,0
S00127706,68,41,27,0,0
S00127707,96,40,51,5,0
S00127708,66,44,22,0,0
S00127709,112,70,40,0,2
S00127710,92,49,39,4,0
S00127711,138,87,44,4,3
S00127712,100,64,36,0,0
S00127713,126,44,72,10,0
S00127714,119,66,47,6,0
S00127715,113,77,36,0,0
S00127716,113,64,45,4,0
S00127717,102,65,37,0,0
S00127718,60,50,10,0,0
S00127719,85,41,38,6,0
S00127720,130,91,33,6,0
S00127721,79,50,29,0,0
S00127722,111,79,27,0,5
S00127723,121,77,36,6,2
S00127724,119,84,35,0,0
S00127725,127,75,37,15,0
S00127726,96,68,28,0,0
S00127727,91,56,30,5,0
S00127728,165,65,100,0,0
S00127729,125,60,65,0,0
S00127730,83,42,38,0,3
S00127731,121,79,42,0,0
S00127732,116,68,48,0,0
S00127733,62,38,24,0,0
S00127734,77,46,27,0,4
S00127735,126,88,38,0,0
S00127736,76,43,33,0,0
S00127737,92,65,27,0,0
S00127738,85,61,24,0,0
S00127739,151,88,58,5,0
S00127740,126,55,71,0,0
S00127741,77,52,25,0,0
S00127742,66,48,18,0,0
S00127743,56,38,14,4,0
S00127744,136,85,51,0,0
S00127745,163,85,68,10,0
S00127746,125,67,58,0,0
S00127747,99,67,32,0,0
S00127748,95,65,30,0,0
S00127749,152,104,48,0,0
S00127750,104,57,47,0,0
S00127751,112,72,40,0,0
S00127752,128,86,39,3,0
S00127753,61,32,29,0,0
S00127754,79,67,12,0,0
S00127755,121,63,58,0,0
S00127756,117,66,51,0,0
S00127757,150,110,40,0,0
S00127758,133,82,51,0,0
S00127759,129,70,59,0,0
S00127760,136,83,49,4,0
S00127761,124,57,67,0,0
S00127762,102,59,43,0,0
S00127763,82,44,35,0,3
S00127764,149,82,64,3,0
S00127765,163,118,45,0,0
S00127766,186,103,70,13,0
S00127767,125,89,36,0,0
S00127768,156,95,61,0,0
S00127769,79,34,45,0,0
S00127770,162,76,86,0,0
S00127771,157,88,69,0,0
S00127772,83,58,25,0,0
S00127773,98,59,39,0,0
S00127774,95,66,29,0,0
S00127775,144,53,91,0,0
S00127776,108,59,44,5,0
S00127777,106,52,54,0,0
S00127778,198,112,86,0,0
S00127779,179,72,107,0,0
S00127780,122,87,35,0,0
S00127781,104,64,40,0,0
S00127782,126,73,50,0,3
S00127783,114,68,46,0,0
S00127784,105,66,39,0,0
S00127785,103,59,44,0,0
S00127786,118,103,15,0,0
S00127787,84,60,24,0,0
S00127788,87,46,41,0,0
S00127789,143,60,83,0,0
S00127790,72,51,21,0,0
S00127791,154,94,60,0,0
S00127792,123,52,63,8,0
S00127793,106,69,37,0,0
S00127794,117,82,35,0,0
S00127795,107,75,32,0,0
S00127796,103,68,35,0,0
S00127797,118,78,40,0,0
S00127798,137,88,41,3,5
S00127799,115,68,47,0,0
S00127800,90,69,21,0,0
S00127801,53,44,9,0,0
S00127802,62,44,12,6,0
S00127803,59,47,9,3,0
S00127804,64,47,14,3,0
S00127805,65,49,16,0,0
S00127806,82,61,21,0,0
S00127807,77,58,19,0,0
S00127808,121,83,38,0,0
S00127809,137,94,38,5,0
S00127810,82,20,62,0,0
S00127811,105,52,53,0,0
S00127812,187,96,87,4,0
S00127813,146,105,41,0,0
S00127814,92,60,29,3,0
S00127815,95,61,34,0,0
S00127816,97,43,49,5,0
S00127817,115,67,48,0,0
S00127818,65,46,19,0,0
S00127819,105,70,33,0,2
S00127820,102,59,43,0,0
S00127821,81,43,38,0,0
S00127822,80,61,16,3,0
S00127823,98,62,36,0,0
S00127824,77,46,31,0,0
S00127825,65,46,19,0,0
S00127826,83,51,25,0,7
S00127827,63,34,29,0,0
S00127828,71,30,41,0,0
S00127829,140,41,78,21,0
S00127830,107,40,67,0,0
S00127831,111,44,61,6,0
S00127832,80,48,32,0,0
S00127833,183,64,115,4,0
S00127834,182,65,112,5,0
S00127835,80,44,32,4,0
S00127836,106,82,16,8,0
S00127837,78,33,42,3,0
S00127838,105,45,46,12,2
S00127839,183,49,126,8,0
S00127840,112,62,45,5,0
