output_area,All occupied household spaces,One room,Two rooms,Three rooms,Four rooms,Five rooms,Six rooms,Seven rooms,Eight rooms,Nine or more rooms
S00126575,57,0,0,0,21,22,13,1,0,0
S00126576,59,0,0,1,20,20,8,8,2,0
S00126577,63,0,3,19,22,18,0,0,0,1
S00126578,75,0,1,1,16,50,5,1,1,0
S00126579,68,1,0,1,4,47,8,3,4,0
S00126580,55,0,0,6,16,31,2,0,0,0
S00126581,57,0,2,0,5,35,9,4,1,1
S00126582,40,0,0,0,10,26,4,0,0,0
S00126583,54,0,0,3,19,31,1,0,0,0
S00126584,26,0,0,1,23,2,0,0,0,0
S00126585,60,0,1,1,14,40,4,0,0,0
S00126586,48,1,0,1,34,10,1,1,0,0
S00126587,41,0,0,1,24,12,4,0,0,0
S00126588,42,0,1,1,34,3,2,0,0,1
S00126589,58,0,3,2,24,23,6,0,0,0
S00126590,43,0,1,1,28,13,0,0,0,0
S00126591,56,0,0,4,38,10,4,0,0,0
S00126592,48,0,2,0,30,12,2,0,1,1
S00126593,45,0,1,1,29,12,2,0,0,0
S00126594,70,0,0,10,9,43,6,1,1,0
S00126595,50,0,1,5,24,16,4,0,0,0
S00126596,38,0,0,2,1,27,5,1,1,1
S00126597,75,0,2,5,26,38,3,0,0,1
S00126598,64,0,1,6,40,16,1,0,0,0
S00126599,61,1,2,29,4,14,9,0,0,2
S00126600,58,0,0,1,6,48,1,2,0,0
S00126601,48,0,1,1,22,22,0,1,0,1
S00126602,77,1,2,20,20,30,3,0,1,0
S00126603,60,0,1,12,23,20,3,0,1,0
S00126604,55,0,4,14,12,21,3,1,0,0
S00126605,39,1,2,13,15,7,1,0,0,0
S00126606,52,0,1,12,18,16,4,0,1,0
S00126607,60,0,0,5,16,31,8,0,0,0
S00126608,42,0,1,9,9,22,0,0,0,1
S00126609,50,0,1,0,20,22,7,0,0,0
S00126610,42,1,1,5,20,8,5,1,0,1
S00126611,53,0,1,11,29,5,5,2,0,0
S00126612,41,0,1,9,17,7,5,0,1,1
S00126613,40,0,1,27,9,2,0,1,0,0
S00126614,59,0,2,1,33,18,2,0,2,1
S00126615,53,0,1,4,24,17,4,2,1,0
S00126616,26,0,0,3,12,7,4,0,0,0
S00126617,41,0,1,3,26,8,0,1,1,1
S00126618,71,0,0,12,27,26,3,1,1,1
S00126619,68,0,2,4,27,32,3,0,0,0
S00126620,60,1,1,6,4,35,11,0,0,2
S00126621,40,1,1,6,17,13,0,0,1,1
S00126622,46,0,0,11,22,9,4,0,0,0
S00126623,56,0,1,12,20,17,3,0,1,2
S00126624,43,0,0,3,8,23,6,0,2,1
S00126625,50,0,0,4,17,17,10,1,0,1
S00126626,58,0,1,18,8,25,4,2,0,0
S00126627,28,0,0,2,15,6,3,0,1,1
S00126628,61,1,7,27,21,3,1,1,0,0
S00126629,74,1,20,23,26,3,1,0,0,0
S00126630,41,1,8,17,14,1,0,0,0,0
S00126631,50,1,5,22,18,1,0,2,0,1
S00126632,57,2,9,14,19,11,2,0,0,0
S00126633,57,0,16,25,14,2,0,0,0,0
S00126634,45,3,7,11,13,5,3,1,0,2
S00126635,65,1,2,28,23,10,0,1,0,0
S00126636,55,1,9,26,19,0,0,0,0,0
S00126637,79,4,7,33,30,3,1,0,0,1
S00126638,57,1,11,14,13,14,3,0,0,1
S00126639,48,0,6,23,11,6,2,0,0,0
S00126640,68,2,4,7,52,2,1,0,0,0
S00126641,81,1,6,50,20,2,2,0,0,0
S00126642,94,0,5,26,58,3,0,0,0,2
S00126643,39,0,6,17,14,1,0,0,0,1
S00126644,79,0,12,21,29,12,3,0,1,1
S00126645,50,0,1,9,37,1,0,0,0,2
S00126646,64,1,14,13,21,4,3,2,5,1
S00126647,71,0,1,3,31,15,11,4,3,3
S00126648,61,0,1,4,15,9,12,5,4,11
S00126649,69,0,1,15,12,8,6,13,4,10
S00126650,60,0,7,14,20,6,4,3,5,1
S00126651,54,0,12,20,19,0,0,2,0,1
S00126652,47,2,3,15,24,2,1,0,0,0
S00126653,45,4,4,24,11,2,0,0,0,0
S00126654,59,2,3,25,25,2,2,0,0,0
S00126655,60,2,4,14,26,13,0,1,0,0
S00126656,61,2,20,15,20,2,0,1,0,1
S00126657,68,0,2,5,55,5,0,1,0,0
S00126658,64,2,2,31,20,6,2,1,0,0
S00126659,42,3,1,5,27,5,0,1,0,0
S00126660,54,0,1,21,29,2,0,0,0,1
S00126661,49,0,0,3,9,35,2,0,0,0
S00126662,46,0,1,12,18,7,4,4,0,0
S00126663,44,0,1,3,27,11,1,0,0,1
S00126664,58,0,2,8,38,8,2,0,0,0
S00126665,66,0,0,1,33,27,4,1,0,0
S00126666,66,0,0,2,10,14,20,6,8,6
S00126667,28,0,0,1,4,9,11,2,1,0
S00126668,49,0,3,3,6,25,7,3,0,2
S00126669,49,0,0,5,17,20,3,3,0,1
S00126670,29,0,0,4,15,7,1,1,0,1
S00126671,57,0,2,11,12,26,4,2,0,0
S00126672,35,0,1,2,19,9,1,1,0,2
S00126673,72,0,3,7,13,33,14,1,0,1
S00126674,23,0,0,1,5,10,7,0,0,0
S00126675,64,4,22,34,3,1,0,0,0,0
S00126676,62,6,6,21,18,6,5,0,0,0
S00126677,60,0,1,6,18,7,10,5,7,6
S00126678,52,0,0,2,4,2,4,4,11,25
S00126679,54,0,0,0,0,4,6,14,13,17
S00126680,75,1,3,35,1,3,6,1,2,23
S00126681,44,0,0,2,1,0,3,7,12,19
S00126682,50,0,0,2,4,6,5,6,11,16
S00126683,77,0,0,3,4,8,19,8,13,22
S00126684,45,0,1,9,4,29,1,1,0,0
S00126685,88,1,9,41,22,10,1,3,1,0
S00126686,75,1,5,38,14,7,7,0,2,1
S00126687,68,0,0,0,2,16,18,12,7,13
S00126688,36,0,0,0,0,5,8,6,10,7
S00126689,39,0,0,2,10,3,7,5,4,8
S00126690,51,0,0,0,1,15,8,9,7,11
S00126691,44,0,2,22,1,12,1,3,2,1
S00126692,44,0,1,5,4,31,1,0,0,2
S00126693,45,0,1,1,7,13,14,4,4,1
S00126694,53,0,1,2,4,33,7,2,2,2
S00126695,54,1,4,19,22,5,2,1,0,0
S00126696,36,1,4,14,15,1,1,0,0,0
S00126697,57,3,9,20,14,10,0,0,1,0
S00126698,45,0,2,26,8,6,0,2,1,0
S00126699,67,1,8,32,22,2,0,1,0,1
S00126700,56,0,4,39,12,0,1,0,0,0
S00126701,72,0,1,22,44,3,0,1,0,1
S00126702,71,0,2,41,22,5,0,0,0,1
S00126703,69,4,4,36,20,3,2,0,0,0
S00126704,45,3,1,15,19,3,3,0,1,0
S00126705,43,0,1,24,17,0,0,0,0,1
S00126706,43,1,3,7,19,3,5,1,0,4
S00126707,48,0,1,9,15,9,5,0,2,7
S00126708,67,0,5,14,20,10,7,4,4,3
S00126709,43,0,1,4,11,9,9,5,3,1
S00126710,79,0,15,26,31,4,0,0,2,1
S00126711,44,0,0,3,37,1,1,0,1,1
S00126712,45,0,0,1,10,26,4,1,3,0
S00126713,66,0,0,5,30,24,3,2,1,1
S00126714,59,0,0,0,3,35,17,2,2,0
S00126715,43,0,0,0,1,35,5,1,0,1
S00126716,40,0,1,2,1,25,9,1,1,0
S00126717,44,1,2,10,2,19,3,5,1,1
S00126718,42,0,1,1,3,31,4,1,0,1
S00126719,60,0,0,3,9,41,5,2,0,0
S00126720,41,0,0,8,8,6,0,4,13,2
S00126721,49,0,0,0,3,34,9,1,1,1
S00126722,50,0,0,0,0,11,16,17,5,1
S00126723,49,0,0,1,12,10,17,2,4,3
S00126724,41,0,0,3,3,28,4,1,1,1
S00126725,51,0,0,7,1,10,13,10,5,5
S00126726,64,0,1,0,6,29,7,10,6,5
S00126727,65,0,1,0,4,16,14,16,7,7
S00126728,46,0,1,23,17,2,1,1,0,1
S00126729,52,0,0,1,9,10,15,9,3,5
S00126730,67,0,0,3,16,22,9,12,2,3
S00126731,63,0,0,3,34,14,5,2,2,3
S00126732,40,0,1,5,12,7,2,6,3,4
S00126733,58,0,0,2,21,17,11,4,1,2
S00126734,54,0,1,25,15,5,5,0,1,2
S00126735,45,0,3,8,17,10,4,3,0,0
S00126736,53,3,6,17,15,6,5,1,0,0
S00126737,48,0,4,16,18,5,2,2,1,0
S00126738,45,0,0,0,2,6,18,9,7,3
S00126739,49,1,0,7,11,6,8,11,1,4
S00126740,75,0,0,20,37,6,5,1,5,1
S00126741,53,0,0,12,10,1,11,11,4,4
S00126742,54,1,1,3,34,4,3,8,0,0
S00126743,47,0,0,0,31,11,5,0,0,0
S00126744,38,0,0,1,8,7,10,8,3,1
S00126745,63,0,1,8,26,7,1,5,10,5
S00126746,41,2,2,12,11,11,1,0,1,1
S00126747,44,0,0,0,2,28,13,1,0,0
S00126748,37,0,1,0,3,17,9,2,4,1
S00126749,70,0,0,0,9,14,7,14,12,14
S00126750,56,0,0,2,13,12,17,6,5,1
S00126751,47,0,0,10,7,7,5,3,7,8
S00126752,47,0,1,1,13,10,13,4,5,0
S00126753,59,0,0,8,39,1,6,4,0,1
S00126754,46,0,1,0,17,14,6,6,2,0
S00126755,38,0,0,1,14,4,11,5,3,0
S00126756,65,0,0,1,10,18,23,7,3,3
S00126757,57,0,3,6,38,6,3,1,0,0
S00126758,44,0,0,1,3,6,21,6,2,5
S00126759,49,0,0,5,11,11,9,0,7,6
S00126760,48,1,3,14,20,8,1,1,0,0
S00126761,51,0,0,11,28,12,0,0,0,0
S00126762,34,0,0,1,6,6,8,5,2,6
S00126763,55,0,0,2,2,9,16,11,9,6
S00126764,76,1,0,0,6,23,15,9,6,16
S00126765,60,0,0,2,5,11,14,14,8,6
S00126766,62,0,1,3,11,10,18,5,4,10
S00126767,57,0,3,2,23,11,6,2,3,7
S00126768,21,0,1,4,7,6,0,1,2,0
S00126769,83,0,0,4,15,28,22,8,4,2
S00126770,53,0,2,13,14,12,10,1,0,1
S00126771,55,0,2,14,27,5,5,0,2,0
S00126772,68,0,2,3,11,23,10,7,6,6
S00126773,59,0,1,1,14,10,10,14,6,3
S00126774,58,0,0,5,10,10,16,5,3,9
S00126775,46,0,0,1,6,7,10,7,3,12
S00126776,30,1,0,5,7,3,4,5,1,4
S00126777,39,0,1,6,20,8,0,2,1,1
S00126778,32,0,1,2,21,7,0,0,1,0
S00126779,42,1,0,1,2,12,14,8,1,3
S00126780,36,0,0,0,4,12,6,5,4,5
S00126781,61,0,2,0,1,8,12,16,14,8
S00126782,72,0,1,3,21,23,9,7,4,4
S00126783,60,2,2,15,14,17,4,0,3,3
S00126784,38,0,2,10,15,7,1,2,0,1
S00126785,75,0,3,8,12,21,15,9,4,3
S00126786,73,0,8,21,16,16,4,1,3,4
S00126787,51,1,1,5,19,17,7,0,1,0
S00126788,43,0,0,8,10,16,4,2,3,0
S00126789,52,0,0,4,13,14,3,5,5,8
S00126790,51,0,0,1,7,21,12,3,5,2
S00126791,28,0,0,1,7,6,9,4,1,0
S00126792,35,0,0,3,11,7,7,3,3,1
S00126793,49,0,0,6,9,9,8,5,7,5
S00126794,70,0,0,20,25,13,5,2,3,2
S00126795,56,0,0,4,5,26,11,2,6,2
S00126796,38,0,0,9,7,15,2,2,1,2
S00126797,42,0,1,9,15,9,4,2,2,0
S00126798,71,0,3,10,10,20,11,9,5,3
S00126799,55,0,1,5,14,17,9,4,3,2
S00126800,45,0,0,7,17,18,1,1,0,1
S00126801,64,0,1,25,18,16,2,1,0,1
S00126802,30,0,0,1,10,12,2,3,1,1
S00126803,46,0,0,1,16,19,5,1,3,1
S00126804,33,0,0,9,6,10,4,3,1,0
S00126805,72,0,0,11,18,14,15,7,3,4
S00126806,42,0,1,12,13,7,5,3,1,0
S00126807,51,0,1,5,24,7,3,0,6,5
S00126808,49,0,2,15,10,15,5,1,0,1
S00126809,44,0,7,3,7,19,7,1,0,0
S00126810,44,0,0,6,10,15,9,3,1,0
S00126811,71,0,1,5,28,17,9,2,9,0
S00126812,53,1,2,10,10,23,5,1,1,0
S00126813,68,0,3,7,24,20,5,6,1,2
S00126814,52,0,0,2,30,14,3,0,2,1
S00126815,30,0,0,1,19,3,5,0,2,0
S00126816,51,0,0,7,31,5,2,1,1,4
S00126817,45,0,0,1,5,14,11,10,4,0
S00126818,53,0,0,0,8,12,16,7,6,4
S00126819,36,0,1,22,4,4,3,1,1,0
S00126820,32,0,0,0,2,8,8,10,3,1
S00126821,48,0,0,1,5,20,12,4,4,2
S00126822,53,0,0,1,10,14,17,6,1,4
S00126823,40,0,0,0,3,12,9,9,4,3
S00126824,43,0,0,1,2,9,11,8,6,6
S00126825,50,0,0,1,5,5,11,6,8,14
S00126826,42,0,0,0,1,7,19,5,8,2
S00126827,64,0,0,0,2,20,19,11,8,4
S00126828,71,0,1,2,10,18,18,9,6,7
S00126829,56,0,0,8,16,14,8,6,2,2
S00126830,39,0,0,1,22,5,4,2,1,4
S00126831,38,0,0,2,5,8,7,9,4,3
S00126832,39,0,0,4,16,7,6,1,4,1
S00126833,65,0,0,4,13,10,10,13,10,5
S00126834,52,0,0,6,7,30,7,0,1,1
S00126835,51,0,0,0,33,10,5,1,1,1
S00126836,49,0,1,8,26,10,2,0,0,2
S00126837,57,0,0,1,1,8,11,16,9,11
S00126838,29,0,0,0,16,6,4,3,0,0
S00126839,62,0,0,0,4,16,16,8,7,11
S00126840,74,0,0,11,15,17,14,7,7,3
S00126841,56,0,1,7,17,20,6,4,0,1
S00126842,58,0,1,10,12,14,9,6,4,2
S00126843,75,0,0,6,11,27,10,10,7,4
S00126844,58,0,0,2,14,25,8,2,4,3
S00126845,48,0,0,7,11,17,5,2,4,2
S00126846,47,0,1,9,2,6,3,11,7,8
S00126847,48,0,2,7,23,8,6,2,0,0
S00126848,37,0,0,0,13,11,6,4,2,1
S00126849,55,0,0,0,6,14,10,15,4,6
S00126850,48,0,0,0,2,12,21,10,3,0
S00126851,49,0,0,1,24,8,5,5,3,3
S00126852,47,0,0,4,13,12,8,7,3,0
S00126853,55,0,2,14,17,9,5,2,5,1
S00126854,41,0,1,11,25,2,1,0,1,0
S00126855,36,0,1,3,25,2,2,2,1,0
S00126856,53,0,0,2,24,5,7,3,7,5
S00126857,53,0,0,1,2,23,12,9,2,4
S00126858,32,0,1,2,9,9,5,5,1,0
S00126859,59,0,0,2,41,14,2,0,0,0
S00126860,70,0,3,6,40,17,2,1,0,1
S00126861,46,0,2,14,17,10,2,0,0,1
S00126862,63,0,1,4,31,4,3,5,8,7
S00126863,42,0,1,2,9,9,5,8,2,6
S00126864,68,0,0,0,2,10,14,19,11,12
S00126865,39,0,0,3,12,12,6,3,2,1
S00126866,31,0,1,1,6,2,4,3,9,5
S00126867,61,0,0,1,16,6,9,13,7,9
S00126868,55,0,2,14,13,18,3,0,2,3
S00126869,48,0,0,10,21,9,5,2,1,0
S00126870,53,0,0,5,27,9,8,2,1,1
S00126871,51,0,0,6,21,12,5,4,2,1
S00126872,55,0,2,5,11,13,4,7,6,7
S00126873,56,0,1,3,6,17,10,7,4,8
S00126874,54,0,0,11,9,11,11,6,5,1
S00126875,59,0,4,2,14,25,6,4,2,2
S00126876,45,0,2,16,14,12,1,0,0,0
S00126877,26,0,0,0,3,18,2,1,2,0
S00126878,69,0,2,9,30,17,4,4,2,1
S00126879,54,0,0,4,13,23,6,3,4,1
S00126880,60,0,1,14,17,17,4,4,1,2
S00126881,58,0,2,16,22,8,5,4,1,0
S00126882,56,0,0,8,12,18,10,6,1,1
S00126883,48,0,0,2,10,7,7,8,4,10
S00126884,54,0,2,3,12,15,10,8,1,3
S00126885,42,0,0,3,13,11,6,8,0,1
S00126886,34,0,0,0,7,10,5,4,4,4
S00126887,43,0,1,0,7,16,6,6,3,4
S00126888,34,0,0,0,7,10,6,7,2,2
S00126889,41,0,0,0,13,8,11,6,2,1
S00126890,48,0,0,0,8,11,6,9,7,7
S00126891,41,0,1,3,18,13,2,3,1,0
S00126892,52,0,0,1,30,17,2,1,0,1
S00126893,55,1,5,18,24,2,3,0,0,2
S00126894,41,0,0,2,25,8,3,1,1,1
S00126895,49,0,0,0,23,19,3,3,1,0
S00126896,57,0,1,3,29,17,5,0,0,2
S00126897,52,1,2,13,24,6,3,2,1,0
S00126898,76,1,0,8,39,17,8,1,1,1
S00126899,50,0,0,0,4,14,10,14,5,3
S00126900,50,0,2,4,26,13,4,0,0,1
S00126901,50,0,0,8,30,8,3,0,1,0
S00126902,41,0,0,2,17,8,7,2,2,3
S00126903,42,0,0,6,2,11,7,5,4,7
S00126904,68,0,9,21,15,11,8,2,1,1
S00126905,36,0,3,8,7,11,4,2,0,1
S00126906,61,0,0,1,2,16,6,4,16,16
S00126907,68,1,1,4,21,12,13,7,6,3
S00126908,62,1,3,11,18,12,6,2,4,5
S00126909,51,0,3,14,10,7,8,5,2,2
S00126910,66,0,0,13,16,9,7,14,5,2
S00126911,40,0,0,4,5,7,11,4,3,6
S00126912,58,0,1,6,17,10,6,9,3,6
S00126913,70,1,3,8,9,24,11,9,4,1
S00126914,31,0,0,1,11,16,2,1,0,0
S00126915,47,0,2,22,5,14,4,0,0,0
S00126916,46,0,2,11,18,6,3,0,3,3
S00126917,42,0,0,1,4,8,12,6,7,4
S00126918,43,0,0,2,2,10,6,7,9,7
S00126919,61,0,0,6,4,8,11,9,14,9
S00126920,44,0,0,3,17,15,4,4,1,0
S00126921,45,0,0,1,6,7,6,11,4,10
S00126922,51,0,0,1,2,4,11,12,12,9
S00126923,68,0,0,0,10,14,20,14,6,4
S00126924,36,0,0,1,6,9,9,4,4,3
S00126925,64,0,2,7,22,20,2,1,5,5
S00126926,33,0,1,1,8,11,8,2,1,1
S00126927,52,0,0,0,5,10,8,13,12,4
S00126928,37,0,0,2,10,10,9,4,1,1
S00126929,42,0,0,0,7,18,10,4,3,0
S00126930,56,0,0,0,5,16,15,9,11,0
S00126931,59,0,2,1,13,14,12,9,6,2
S00126932,63,0,0,3,29,26,4,0,0,1
S00126933,56,0,1,1,3,14,18,8,3,8
S00126934,29,0,0,1,1,16,6,1,2,2
S00126935,54,0,0,3,6,9,19,6,8,3
S00126936,52,0,0,1,9,8,10,5,7,12
S00126937,51,1,1,11,24,13,0,0,1,0
S00126938,43,0,1,1,10,18,7,3,3,0
S00126939,51,0,3,7,33,6,1,1,0,0
S00126940,60,3,7,24,24,0,2,0,0,0
S00126941,44,0,0,6,17,8,8,4,1,0
S00126942,58,0,0,1,11,16,13,4,9,4
S00126943,35,0,7,5,9,4,6,2,1,1
S00126944,48,2,2,16,11,7,5,3,1,1
S00126945,56,1,3,16,21,11,0,3,1,0
S00126946,63,0,6,20,17,13,4,1,1,1
S00126947,51,2,4,14,15,5,6,3,2,0
S00126948,46,0,1,2,12,14,10,4,2,1
S00126949,50,0,0,7,14,14,7,3,4,1
S00126950,49,1,4,6,13,16,3,3,2,1
S00126951,61,0,1,3,3,9,12,6,13,14
S00126952,67,0,1,7,10,9,9,5,5,21
S00126953,45,0,0,0,3,8,7,6,6,15
S00126954,56,0,0,2,25,19,9,0,1,0
S00126955,45,0,0,4,26,2,6,0,3,4
S00126956,43,0,0,2,5,10,10,8,6,2
S00126957,74,1,3,46,17,4,0,0,1,2
S00126958,58,0,3,2,16,11,7,10,7,2
S00126959,47,4,4,18,11,6,3,1,0,0
S00126960,58,3,6,6,11,15,9,2,3,3
S00126961,55,0,0,7,18,18,4,3,4,1
S00126962,39,0,1,0,2,13,6,10,6,1
S00126963,61,2,1,8,9,13,15,5,5,3
S00126964,56,0,1,3,16,15,7,4,4,6
S00126965,42,0,0,0,14,19,4,4,1,0
S00126966,48,0,0,0,18,25,2,2,0,1
S00126967,59,0,0,3,33,16,3,2,1,1
S00126968,43,0,0,17,7,16,1,2,0,0
S00126969,52,0,2,11,17,20,0,0,0,2
S00126970,43,0,1,1,20,15,4,1,0,1
S00126971,67,0,2,22,25,11,4,0,1,2
S00126972,52,2,2,11,25,9,3,0,0,0
S00126973,58,0,1,6,8,12,9,13,4,5
S00126974,51,0,0,4,6,14,5,8,6,8
S00126975,29,0,1,1,2,6,4,9,2,4
S00126976,79,0,1,8,36,27,2,3,0,2
S00126977,72,1,7,9,23,18,10,3,0,1
S00126978,58,0,2,1,16,16,4,6,6,7
S00126979,53,0,0,0,14,23,7,5,1,3
S00126980,57,0,0,4,9,18,8,7,4,7
S00126981,70,1,1,9,23,12,9,9,4,2
S00126982,48,0,0,3,4,7,13,7,5,9
S00126983,77,2,4,16,26,13,7,5,4,0
S00126984,55,0,0,6,34,13,1,1,0,0
S00126985,59,0,1,7,22,13,7,3,4,2
S00126986,32,0,1,1,11,11,6,1,1,0
S00126987,49,1,3,3,14,12,3,9,3,1
S00126988,56,0,0,0,9,10,11,6,9,11
S00126989,77,0,2,12,11,23,14,4,5,6
S00126990,39,0,1,2,27,3,3,1,1,1
S00126991,49,0,3,9,13,15,4,1,3,1
S00126992,68,2,4,4,9,15,11,6,7,10
S00126993,42,0,0,2,15,12,5,6,0,2
S00126994,50,0,0,0,17,6,12,8,6,1
S00126995,60,0,0,1,2,7,13,14,10,13
S00126996,47,3,0,4,12,5,4,3,7,9
S00126997,52,0,5,12,13,11,2,4,2,3
S00126998,70,0,7,15,21,13,7,4,3,0
S00126999,56,0,0,2,6,5,19,11,5,8
S00127000,57,0,0,5,32,10,6,1,1,2
S00127001,74,0,2,4,27,18,17,1,1,4
S00127002,73,1,2,13,42,10,3,1,1,0
S00127003,67,0,7,21,15,13,7,2,0,2
S00127004,76,0,1,15,20,11,7,9,4,9
S00127005,59,0,1,3,12,15,9,8,6,5
S00127006,68,0,0,1,9,18,18,15,4,3
S00127007,44,0,0,4,12,10,6,7,1,4
S00127008,65,0,0,3,6,8,9,14,12,13
S00127009,44,0,0,5,16,7,7,6,2,1
S00127010,25,0,0,2,2,8,2,3,0,8
S00127011,67,0,1,1,15,15,11,11,8,5
S00127012,24,0,0,3,8,8,5,0,0,0
S00127013,54,0,0,0,0,11,6,12,18,7
S00127014,30,0,0,6,8,13,0,2,0,1
S00127015,23,0,1,2,11,2,2,3,0,2
S00127016,53,0,1,3,10,14,14,5,1,5
S00127017,31,0,1,7,15,3,1,1,1,2
S00127018,49,0,1,12,6,11,6,3,2,8
S00127019,61,0,1,1,2,14,8,17,12,6
S00127020,34,0,0,0,4,8,13,5,3,1
S00127021,35,0,0,0,11,6,8,5,2,3
S00127022,39,0,1,2,17,5,7,4,0,3
S00127023,33,0,0,1,14,11,2,3,0,2
S00127024,43,0,1,16,11,11,2,1,0,1
S00127025,45,0,1,28,14,1,0,0,0,1
S00127026,70,1,0,6,28,13,3,13,2,4
S00127027,23,0,0,0,0,7,8,5,3,0
S00127028,33,1,0,8,1,6,3,6,3,5
S00127029,45,0,0,6,9,13,6,3,5,3
S00127030,45,2,0,13,11,12,5,0,0,2
S00127031,60,0,2,8,29,17,2,0,1,1
S00127032,35,0,2,3,11,10,8,1,0,0
S00127033,43,0,1,3,14,4,10,2,6,3
S00127034,53,0,1,15,19,10,6,2,0,0
S00127035,46,1,3,4,13,6,5,6,3,5
S00127036,75,1,1,2,21,18,14,6,7,5
S00127037,59,0,2,2,5,15,10,13,8,4
S00127038,57,0,0,2,11,5,6,3,12,18
S00127039,48,0,1,2,5,14,9,6,4,7
S00127040,41,0,0,2,7,8,8,6,1,9
S00127041,48,0,1,2,8,12,5,9,5,6
S00127042,46,0,0,1,6,4,6,15,6,8
S00127043,73,0,1,3,14,14,7,13,7,14
S00127044,42,0,1,2,3,3,5,9,4,15
S00127045,51,0,0,1,2,10,12,8,7,11
S00127046,37,0,0,4,5,5,6,2,4,11
S00127047,37,0,0,1,14,7,5,2,1,7
S00127048,23,0,1,3,1,4,4,3,3,4
S00127049,28,0,0,1,4,8,3,3,4,5
S00127050,70,1,1,9,21,17,10,5,2,4
S00127051,41,0,0,4,6,19,11,0,0,1
S00127052,53,0,2,7,10,10,10,5,2,7
S00127053,32,0,0,3,7,7,5,7,0,3
S00127054,42,0,0,2,8,5,5,6,9,7
S00127055,50,0,1,1,7,7,9,9,7,9
S00127056,45,0,1,1,5,16,7,5,3,7
S00127057,41,1,1,5,6,9,7,3,5,4
S00127058,40,0,0,0,4,12,5,5,7,7
S00127059,33,0,1,7,10,1,7,3,0,4
S00127060,43,0,0,1,4,10,8,8,5,7
S00127061,77,0,0,4,14,6,17,13,8,15
S00127062,42,0,1,6,10,9,8,4,3,1
S00127063,63,0,1,5,8,16,9,9,5,10
S00127064,57,0,0,5,11,10,12,7,8,4
S00127065,37,0,0,4,3,9,8,5,3,5
S00127066,46,0,1,2,4,11,7,9,7,5
S00127067,41,0,1,1,8,9,10,2,7,3
S00127068,31,0,0,0,4,14,1,2,4,6
S00127069,23,0,0,0,1,7,5,1,4,5
S00127070,44,0,2,4,5,10,6,4,8,5
S00127071,43,0,0,7,5,10,6,6,7,2
S00127072,61,0,0,4,4,17,16,13,1,6
S00127073,39,0,2,7,9,7,6,2,4,2
S00127074,32,0,0,1,6,4,8,5,5,3
S00127075,42,0,0,2,6,13,4,8,4,5
S00127076,35,0,0,0,3,5,9,4,7,7
S00127077,26,0,0,0,2,6,4,4,8,2
S00127078,24,0,0,0,0,4,2,9,7,2
S00127079,50,0,0,5,17,14,4,8,0,2
S00127080,46,0,0,2,10,7,5,7,6,9
S00127081,34,0,0,0,0,6,10,10,4,4
S00127082,66,0,0,2,3,16,17,16,7,5
S00127083,21,0,0,0,0,1,3,5,3,9
S00127084,33,0,1,6,13,7,3,2,1,0
S00127085,41,0,4,10,12,8,1,3,2,1
S00127086,38,0,0,0,20,3,4,2,2,7
S00127087,30,0,0,2,10,10,5,1,1,1
S00127088,36,1,1,4,11,9,8,2,0,0
S00127089,24,0,0,3,5,5,5,3,1,2
S00127090,57,0,3,2,9,12,13,6,8,4
S00127091,44,0,0,0,1,20,6,4,6,7
S00127092,60,0,0,0,9,12,17,15,4,3
S00127093,33,0,0,0,5,6,11,5,4,2
S00127094,31,0,0,6,9,9,6,0,0,1
S00127095,55,0,0,11,10,10,8,7,3,6
S00127096,41,1,6,7,8,11,4,1,1,2
S00127097,44,0,3,12,20,4,4,1,0,0
S00127098,51,0,0,0,3,10,17,13,8,0
S00127099,50,0,0,0,1,16,10,10,6,7
S00127100,23,0,0,0,2,2,5,9,3,2
S00127101,29,0,0,0,1,4,7,6,8,3
S00127102,34,0,0,1,4,7,7,2,5,8
S00127103,33,0,0,1,2,13,7,3,5,2
S00127104,41,0,0,1,3,11,16,4,2,4
S00127105,54,0,0,1,4,5,5,5,3,31
S00127106,28,0,0,0,2,2,3,3,5,13
S00127107,72,0,1,9,11,14,6,7,9,15
S00127108,58,0,0,9,18,16,12,3,0,0
S00127109,35,0,0,1,5,15,7,6,1,0
S00127110,32,0,1,9,13,6,1,0,0,2
S00127111,22,0,0,2,13,7,0,0,0,0
S00127112,36,0,0,12,1,19,3,0,1,0
S00127113,44,0,0,2,6,6,4,9,5,12
S00127114,63,0,0,2,38,8,2,6,5,2
S00127115,45,0,0,3,10,15,6,4,7,0
S00127116,58,1,0,0,2,3,7,17,20,8
S00127117,43,0,0,2,1,6,6,14,12,2
S00127118,55,0,0,0,1,7,10,9,16,12
S00127119,59,0,2,9,36,11,0,1,0,0
S00127120,35,0,1,2,22,9,1,0,0,0
S00127121,54,0,1,16,26,10,1,0,0,0
S00127122,66,5,14,18,24,3,0,0,1,1
S00127123,46,0,2,24,10,5,1,0,3,1
S00127124,48,1,5,29,9,3,0,0,0,1
S00127125,46,1,2,5,7,5,5,2,9,10
S00127126,47,1,2,4,3,3,4,10,2,18
S00127127,45,0,1,2,6,5,17,6,7,1
S00127128,36,0,0,0,1,29,3,0,1,2
S00127129,54,0,0,4,29,15,4,0,2,0
S00127130,39,0,0,0,4,3,2,11,9,10
S00127131,40,0,1,3,20,3,5,6,1,1
