output_area,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S00089558,58,19,23,10,2,2,2,0,0
S00089559,70,25,22,9,13,0,1,0,0
S00089560,53,35,13,3,2,0,0,0,0
S00089561,41,11,17,10,2,0,1,0,0
S00089562,62,34,16,7,2,2,1,0,0
S00089563,40,12,21,6,1,0,0,0,0
S00089564,45,12,20,8,3,2,0,0,0
S00089565,71,22,28,15,6,0,0,0,0
S00089566,68,22,27,13,5,1,0,0,0
S00089567,62,16,11,15,12,5,3,0,0
S00089568,64,14,14,21,8,4,2,0,1
S00089569,74,54,11,6,0,1,2,0,0
S00089570,54,14,16,13,5,4,2,0,0
S00089571,61,21,16,10,7,5,0,2,0
S00089572,41,20,13,3,4,1,0,0,0
S00089573,48,19,15,4,8,2,0,0,0
S00089574,46,21,21,1,1,2,0,0,0
S00089575,35,9,19,4,2,1,0,0,0
S00089576,53,10,26,9,6,0,1,1,0
S00089577,37,14,11,4,2,5,0,0,1
S00089578,41,9,12,13,1,3,3,0,0
S00089579,38,13,12,6,4,2,0,1,0
S00089580,44,11,11,14,7,0,1,0,0
S00089581,35,10,12,5,3,3,1,1,0
S00089582,53,17,11,20,4,1,0,0,0
S00089583,77,39,27,6,2,3,0,0,0
S00089584,38,21,10,4,2,1,0,0,0
S00089585,59,23,16,8,9,2,1,0,0
S00089586,43,8,13,15,6,1,0,0,0
S00089587,43,25,13,4,0,0,1,0,0
S00089588,45,15,20,7,3,0,0,0,0
S00089589,40,10,18,8,3,1,0,0,0
S00089590,53,18,23,7,4,0,1,0,0
S00089591,45,6,17,11,9,1,1,0,0
S00089592,47,18,14,14,0,0,0,1,0
S00089593,53,20,13,11,6,2,0,1,0
S00089594,30,6,6,10,7,0,1,0,0
S00089595,48,5,13,16,11,1,0,1,1
S00089596,47,12,24,8,2,0,0,0,1
S00089597,45,11,4,14,13,3,0,0,0
S00089598,35,18,11,6,0,0,0,0,0
S00089599,64,26,20,8,10,0,0,0,0
S00089600,28,13,8,4,3,0,0,0,0
S00089601,37,12,18,5,2,0,0,0,0
S00089602,74,47,12,9,5,1,0,0,0
S00089603,49,22,16,8,2,1,0,0,0
S00089604,43,22,12,7,2,0,0,0,0
S00089605,76,38,20,14,2,1,1,0,0
S00089606,68,35,19,7,5,1,1,0,0
S00089607,49,10,13,8,7,6,5,0,0
S00089608,39,23,11,4,1,0,0,0,0
S00089609,45,14,12,11,6,2,0,0,0
S00089610,69,25,28,12,3,1,0,0,0
S00089611,58,40,12,4,1,1,0,0,0
S00089612,42,15,10,11,5,1,0,0,0
S00089613,30,10,14,3,1,1,1,0,0
S00089614,72,21,19,16,12,4,0,0,0
S00089615,55,16,19,14,4,2,0,0,0
S00089616,69,35,16,14,4,0,0,0,0
S00089617,69,29,9,19,8,4,0,0,0
S00089618,58,24,18,10,4,0,2,0,0
S00089619,63,24,18,13,7,1,0,0,0
S00089620,69,24,15,21,9,0,0,0,0
S00089621,43,36,6,1,0,0,0,0,0
S00089622,45,21,15,5,3,0,1,0,0
S00089623,48,14,19,9,5,1,0,0,0
S00089624,36,12,14,7,2,0,1,0,0
S00089625,43,11,8,13,9,2,0,0,0
S00089626,61,18,7,21,14,0,1,0,0
S00089627,46,26,17,2,1,0,0,0,0
S00089628,71,41,22,6,1,1,0,0,0
S00089629,65,24,16,7,7,5,3,3,0
S00089630,30,3,8,6,4,5,1,2,1
S00089631,52,19,16,7,7,3,0,0,0
S00089632,48,18,13,8,4,3,2,0,0
S00089633,79,29,19,19,10,2,0,0,0
S00089634,46,9,22,10,4,0,1,0,0
S00089635,34,15,15,1,3,0,0,0,0
S00089636,50,12,20,8,6,2,1,0,1
S00089637,40,22,16,2,0,0,0,0,0
S00089638,47,18,17,5,4,0,3,0,0
S00089639,61,38,15,6,2,0,0,0,0
S00089640,66,25,28,11,2,0,0,0,0
S00089641,38,22,10,5,1,0,0,0,0
S00089642,36,14,12,10,0,0,0,0,0
S00089643,67,23,29,9,6,0,0,0,0
S00089644,73,21,21,14,9,8,0,0,0
S00089645,66,20,19,13,10,1,3,0,0
S00089646,81,44,27,7,3,0,0,0,0
S00089647,66,16,32,8,6,4,0,0,0
S00089648,31,12,10,4,3,2,0,0,0
S00089649,50,21,15,7,4,3,0,0,0
S00089650,60,23,15,8,13,1,0,0,0
S00089651,64,29,16,10,5,0,4,0,0
S00089652,54,15,15,6,10,6,2,0,0
S00089653,59,19,30,7,2,0,1,0,0
S00089654,41,8,14,12,5,1,1,0,0
S00089655,29,4,8,7,7,3,0,0,0
S00089656,53,28,21,2,1,1,0,0,0
S00089657,31,12,8,3,5,2,1,0,0
S00089658,74,36,34,1,2,0,1,0,0
S00089659,48,21,18,5,3,0,1,0,0
S00089660,60,29,19,6,1,4,0,0,1
S00089661,91,59,29,3,0,0,0,0,0
S00089662,50,23,14,9,3,1,0,0,0
S00089663,70,34,27,8,0,1,0,0,0
S00089664,41,24,10,4,3,0,0,0,0
S00089665,64,35,21,7,1,0,0,0,0
S00089666,50,18,26,4,2,0,0,0,0
S00089667,44,28,16,0,0,0,0,0,0
S00089668,61,37,20,4,0,0,0,0,0
S00089669,66,19,33,7,7,0,0,0,0
S00089670,38,12,17,8,1,0,0,0,0
S00089671,46,20,17,7,2,0,0,0,0
S00089672,86,64,16,5,0,1,0,0,0
S00089673,78,57,20,1,0,0,0,0,0
S00089674,80,39,30,8,1,1,1,0,0
S00089675,78,31,37,9,1,0,0,0,0
S00089676,49,34,11,2,2,0,0,0,0
S00089677,72,32,34,5,0,1,0,0,0
S00089678,36,18,9,5,2,2,0,0,0
S00089679,82,47,20,10,4,1,0,0,0
S00089680,83,54,23,6,0,0,0,0,0
S00089681,57,7,29,11,5,3,2,0,0
S00089682,33,12,15,3,2,1,0,0,0
S00089683,46,26,11,7,1,1,0,0,0
S00089684,50,29,16,4,1,0,0,0,0
S00089685,65,28,23,12,1,0,1,0,0
S00089686,25,9,6,3,3,3,1,0,0
S00089687,46,25,16,1,0,4,0,0,0
S00089688,51,20,18,9,4,0,0,0,0
S00089689,42,28,12,2,0,0,0,0,0
S00089690,69,19,31,11,5,2,0,1,0
S00089691,68,27,23,15,3,0,0,0,0
S00089692,25,5,11,4,5,0,0,0,0
S00089693,28,9,11,2,3,2,1,0,0
S00089694,57,20,24,7,4,1,1,0,0
S00089695,58,23,21,6,6,1,1,0,0
S00089696,62,11,29,20,1,1,0,0,0
S00089697,36,7,15,9,3,2,0,0,0
S00089698,47,13,20,7,6,1,0,0,0
S00089699,32,10,9,8,4,0,1,0,0
S00089700,51,16,16,9,5,5,0,0,0
S00089701,44,18,15,7,4,0,0,0,0
S00089702,30,7,12,6,3,0,2,0,0
S00089703,56,12,17,14,9,3,1,0,0
S00089704,49,13,21,2,11,2,0,0,0
S00089705,42,5,15,12,9,1,0,0,0
S00089706,54,13,17,11,9,4,0,0,0
S00089707,48,30,9,4,4,0,1,0,0
S00089708,39,27,7,4,1,0,0,0,0
S00089709,40,8,19,7,4,2,0,0,0
S00089710,72,32,31,3,3,2,0,1,0
S00089711,71,32,24,5,6,4,0,0,0
S00089712,50,14,19,8,8,1,0,0,0
S00089713,48,15,19,7,5,1,1,0,0
S00089714,60,14,17,15,9,5,0,0,0
S00089715,39,10,10,8,7,3,1,0,0
S00089716,56,38,14,2,2,0,0,0,0
S00089717,64,27,21,5,11,0,0,0,0
S00089718,63,15,16,11,17,4,0,0,0
S00089719,76,21,27,8,12,6,2,0,0
S00089720,64,16,18,12,11,7,0,0,0
S00089721,63,13,14,13,19,2,1,1,0
S00089722,55,26,21,5,3,0,0,0,0
S00089723,23,2,13,4,2,2,0,0,0
S00089724,42,18,12,5,6,1,0,0,0
S00089725,41,14,13,3,8,3,0,0,0
S00089726,53,17,18,6,10,2,0,0,0
S00089727,50,20,19,4,5,2,0,0,0
S00089728,46,20,13,7,5,1,0,0,0
S00089729,76,32,26,9,8,1,0,0,0
S00089730,58,40,16,2,0,0,0,0,0
S00089731,49,15,17,5,11,1,0,0,0
S00089732,84,43,19,12,9,1,0,0,0
S00089733,56,30,16,4,4,2,0,0,0
S00089734,52,30,12,4,3,2,1,0,0
S00089735,41,15,20,4,2,0,0,0,0
S00089736,54,30,20,2,2,0,0,0,0
S00089737,50,22,23,4,0,0,1,0,0
S00089738,41,22,11,5,3,0,0,0,0
S00089739,39,8,21,4,3,1,2,0,0
S00089740,70,38,17,9,5,1,0,0,0
S00089741,45,9,20,8,5,2,1,0,0
S00089742,53,8,10,7,18,9,1,0,0
S00089743,57,13,11,11,16,4,2,0,0
S00089744,38,13,13,7,4,1,0,0,0
S00089745,55,16,20,7,8,3,1,0,0
S00089746,53,21,14,7,6,3,2,0,0
S00089747,44,13,16,6,8,1,0,0,0
S00089748,46,12,16,7,7,3,0,1,0
S00089749,26,9,4,7,6,0,0,0,0
S00089750,63,34,20,7,2,0,0,0,0
S00089751,44,14,12,8,4,4,2,0,0
S00089752,41,5,16,11,7,2,0,0,0
S00089753,53,13,19,8,8,2,2,1,0
S00089754,49,12,16,8,9,4,0,0,0
S00089755,28,10,9,2,5,1,1,0,0
S00089756,37,14,12,6,4,1,0,0,0
S00089757,64,28,23,5,7,1,0,0,0
S00089758,55,21,20,9,2,2,1,0,0
S00089759,68,17,27,9,10,4,1,0,0
S00089760,53,32,17,3,0,1,0,0,0
S00089761,22,2,10,5,3,2,0,0,0
S00089762,70,37,22,7,3,1,0,0,0
S00089763,59,22,29,4,4,0,0,0,0
S00089764,58,18,22,7,7,4,0,0,0
S00089765,52,11,16,10,10,3,1,1,0
S00089766,63,34,18,10,1,0,0,0,0
S00089767,39,21,13,4,0,1,0,0,0
S00089768,39,20,16,2,1,0,0,0,0
S00089769,36,19,13,4,0,0,0,0,0
S00089770,52,22,17,7,5,1,0,0,0
S00089771,64,35,28,1,0,0,0,0,0
S00089772,62,34,25,3,0,0,0,0,0
S00089773,71,42,23,5,0,1,0,0,0
S00089774,53,29,19,5,0,0,0,0,0
S00089775,54,39,12,2,1,0,0,0,0
S00089776,66,45,16,4,0,1,0,0,0
S00089777,59,31,24,4,0,0,0,0,0
S00089778,75,36,22,11,4,2,0,0,0
S00089779,66,42,23,0,1,0,0,0,0
S00089780,55,42,11,2,0,0,0,0,0
S00089781,69,50,18,1,0,0,0,0,0
S00089782,56,43,11,2,0,0,0,0,0
S00089783,57,36,20,1,0,0,0,0,0
S00089784,37,21,10,6,0,0,0,0,0
S00089785,64,14,27,13,6,2,2,0,0
S00089786,38,9,13,8,3,2,1,1,1
S00089787,55,33,18,4,0,0,0,0,0
S00089788,37,17,13,3,4,0,0,0,0
S00089789,71,39,23,7,1,1,0,0,0
S00089790,95,54,33,8,0,0,0,0,0
S00089791,42,26,11,3,1,1,0,0,0
S00089792,44,21,17,6,0,0,0,0,0
S00089793,43,23,15,2,2,1,0,0,0
S00089794,36,13,13,8,2,0,0,0,0
S00089795,72,26,28,13,4,0,1,0,0
S00089796,72,38,27,1,4,2,0,0,0
S00089797,63,38,23,2,0,0,0,0,0
S00089798,63,36,22,4,0,1,0,0,0
S00089799,70,27,27,7,7,1,1,0,0
S00089800,65,36,22,3,3,0,1,0,0
S00089801,62,44,16,1,1,0,0,0,0
S00089802,72,22,15,17,12,5,1,0,0
S00089803,40,14,15,5,6,0,0,0,0
S00089804,58,20,23,4,9,2,0,0,0
S00089805,40,16,18,4,1,1,0,0,0
S00089806,50,16,19,7,5,2,0,0,1
S00089807,42,16,17,5,4,0,0,0,0
S00089808,38,15,12,3,6,2,0,0,0
S00089809,53,28,15,7,2,1,0,0,0
S00089810,28,8,8,8,2,2,0,0,0
S00089811,41,15,19,4,3,0,0,0,0
S00089812,42,11,15,8,7,1,0,0,0
S00089813,57,10,23,10,7,7,0,0,0
S00089814,45,30,11,1,2,0,1,0,0
S00089815,40,12,11,9,7,1,0,0,0
S00089816,52,18,12,12,5,4,1,0,0
S00089817,59,19,22,13,3,2,0,0,0
S00089818,38,9,15,7,5,0,1,1,0
S00089819,73,21,21,19,7,4,1,0,0
S00089820,50,10,17,14,7,2,0,0,0
S00089821,51,17,16,10,5,3,0,0,0
S00089822,44,14,9,12,8,1,0,0,0
S00089823,43,15,12,6,5,3,2,0,0
S00089824,72,19,29,12,7,5,0,0,0
S00089825,68,17,31,15,2,3,0,0,0
S00089826,50,15,15,11,9,0,0,0,0
S00089827,46,9,16,8,5,8,0,0,0
S00089828,54,40,12,1,0,0,1,0,0
S00089829,42,13,15,7,6,1,0,0,0
S00089830,51,12,19,10,6,4,0,0,0
S00089831,46,11,17,8,6,3,1,0,0
S00089832,40,10,18,7,5,0,0,0,0
S00089833,65,17,26,15,5,1,1,0,0
S00089834,40,11,16,5,7,0,1,0,0
S00089835,43,13,14,15,1,0,0,0,0
S00089836,72,24,23,12,6,6,1,0,0
S00089837,68,22,24,11,7,2,1,1,0
S00089838,68,28,22,8,5,4,1,0,0
S00089839,35,9,10,7,8,1,0,0,0
S00089840,35,7,13,9,5,1,0,0,0
S00089841,48,13,11,10,6,6,2,0,0
S00089842,40,12,19,5,3,1,0,0,0
S00089843,50,6,19,12,5,7,1,0,0
S00089844,51,20,11,11,7,2,0,0,0
S00089845,55,13,20,11,6,4,0,1,0
S00089846,36,9,14,7,3,2,1,0,0
S00089847,34,8,10,11,4,1,0,0,0
S00089848,46,6,15,14,10,1,0,0,0
S00089849,59,16,24,9,8,1,1,0,0
S00089850,65,19,23,14,5,2,2,0,0
S00089851,40,15,14,7,2,2,0,0,0
S00089852,70,48,19,2,0,1,0,0,0
S00089853,70,30,23,14,3,0,0,0,0
S00089854,68,41,27,0,0,0,0,0,0
S00089855,72,32,24,12,4,0,0,0,0
S00089856,75,30,23,13,8,1,0,0,0
S00089857,57,22,21,7,4,3,0,0,0
S00089858,37,7,17,7,5,1,0,0,0
S00089859,48,10,20,8,8,2,0,0,0
S00089860,48,10,27,7,3,1,0,0,0
S00089861,51,26,17,7,1,0,0,0,0
S00089862,68,37,17,9,2,3,0,0,0
S00089863,64,13,26,14,6,4,0,1,0
S00089864,76,22,28,14,10,2,0,0,0
S00089865,57,14,21,11,7,4,0,0,0
S00089866,49,30,9,8,1,1,0,0,0
S00089867,52,14,20,12,4,2,0,0,0
S00089868,40,21,18,1,0,0,0,0,0
S00089869,67,24,17,14,6,3,1,2,0
S00089870,48,12,13,8,10,5,0,0,0
S00089871,63,28,23,2,6,3,0,1,0
S00089872,59,12,24,10,10,1,2,0,0
S00089873,67,8,32,11,9,5,0,2,0
S00089874,69,28,26,11,3,1,0,0,0
S00089875,68,28,28,6,2,3,0,0,1
S00089876,51,17,19,8,5,2,0,0,0
S00089877,45,8,22,9,3,3,0,0,0
S00089878,51,25,15,7,3,1,0,0,0
S00089879,62,21,26,6,6,2,1,0,0
S00089880,66,12,34,11,7,2,0,0,0
S00089881,74,17,35,11,6,4,1,0,0
S00089882,51,11,27,5,7,1,0,0,0
S00089883,46,13,24,6,3,0,0,0,0
S00089884,36,5,9,8,9,4,1,0,0
S00089885,76,46,20,6,4,0,0,0,0
S00089886,57,29,21,3,2,2,0,0,0
S00089887,49,19,16,8,5,1,0,0,0
S00089888,38,9,23,4,2,0,0,0,0
S00089889,49,40,9,0,0,0,0,0,0
S00089890,65,33,22,6,4,0,0,0,0
S00089891,69,28,25,10,4,0,2,0,0
S00089892,67,25,27,11,3,0,1,0,0
S00089893,73,38,21,9,4,1,0,0,0
S00089894,86,43,26,15,2,0,0,0,0
S00089895,40,10,20,8,2,0,0,0,0
S00089896,45,18,19,7,1,0,0,0,0
S00089897,66,37,21,3,4,1,0,0,0
S00089898,65,30,16,13,2,4,0,0,0
S00089899,51,15,20,5,9,2,0,0,0
S00089900,49,18,17,9,3,2,0,0,0
S00089901,40,11,17,4,6,0,2,0,0
S00089902,74,21,31,16,4,2,0,0,0
S00089903,67,18,37,5,6,1,0,0,0
S00089904,42,8,19,7,8,0,0,0,0
S00089905,52,20,20,4,8,0,0,0,0
S00089906,42,13,16,5,7,1,0,0,0
S00089907,49,12,22,8,6,1,0,0,0
S00089908,43,10,21,6,5,0,1,0,0
S00089909,28,14,6,2,5,1,0,0,0
S00089910,50,15,16,9,8,2,0,0,0
S00089911,64,11,25,19,4,5,0,0,0
S00089912,56,17,27,7,5,0,0,0,0
S00089913,47,22,17,5,1,2,0,0,0
S00089914,40,17,10,9,1,3,0,0,0
S00089915,40,11,25,2,1,1,0,0,0
S00089916,59,28,14,12,4,1,0,0,0
S00089917,43,8,13,14,7,0,1,0,0
S00089918,45,11,23,5,4,2,0,0,0
S00089919,42,12,14,7,6,3,0,0,0
S00089920,52,8,22,15,6,1,0,0,0
S00089921,40,9,17,8,4,1,1,0,0
S00089922,41,14,15,7,4,0,1,0,0
S00089923,41,13,8,13,4,3,0,0,0
S00089924,42,13,18,9,1,1,0,0,0
S00089925,47,17,18,8,4,0,0,0,0
S00089926,49,12,15,11,10,1,0,0,0
S00089927,43,15,13,7,6,1,0,1,0
S00089928,50,9,14,11,9,6,1,0,0
S00089929,54,16,16,7,12,3,0,0,0
S00089930,41,15,16,7,2,1,0,0,0
S00089931,44,18,9,5,10,2,0,0,0
S00089932,50,17,16,10,2,4,0,1,0
S00089933,39,12,13,9,4,1,0,0,0
S00089934,39,10,11,12,5,1,0,0,0
S00089935,58,14,23,17,3,1,0,0,0
S00089936,41,25,11,0,3,2,0,0,0
S00089937,36,9,13,9,5,0,0,0,0
S00089938,58,27,18,6,3,3,1,0,0
S00089939,66,27,20,12,4,2,0,1,0
S00089940,55,25,17,9,2,2,0,0,0
S00089941,49,11,19,11,6,2,0,0,0
S00089942,39,22,9,7,1,0,0,0,0
S00089943,44,15,14,9,4,1,1,0,0
S00089944,47,36,11,0,0,0,0,0,0
S00089945,58,21,22,7,7,1,0,0,0
S00089946,62,31,17,8,6,0,0,0,0
S00089947,40,11,10,7,11,1,0,0,0
S00089948,71,31,21,8,7,4,0,0,0
S00089949,57,24,15,13,3,2,0,0,0
S00089950,53,23,15,8,4,3,0,0,0
S00089951,48,18,15,11,4,0,0,0,0
S00089952,57,22,17,9,4,4,1,0,0
S00089953,40,21,15,3,1,0,0,0,0
S00089954,67,25,29,5,6,2,0,0,0
S00089955,74,17,29,17,8,3,0,0,0
S00089956,48,41,7,0,0,0,0,0,0
S00089957,45,10,19,9,4,2,1,0,0
S00089958,43,10,17,10,3,2,1,0,0
S00089959,56,15,28,10,2,1,0,0,0
S00089960,38,13,11,7,5,2,0,0,0
S00089961,44,19,16,3,6,0,0,0,0
S00089962,55,41,11,2,1,0,0,0,0
S00089963,53,31,12,5,4,1,0,0,0
S00089964,72,59,12,0,1,0,0,0,0
S00089965,70,17,26,15,12,0,0,0,0
S00089966,68,17,23,17,6,3,2,0,0
S00089967,54,15,22,14,1,2,0,0,0
S00089968,41,14,14,5,5,3,0,0,0
S00089969,47,18,19,2,5,3,0,0,0
S00089970,42,11,15,12,4,0,0,0,0
S00089971,73,25,18,16,8,6,0,0,0
S00089972,43,12,11,10,5,4,1,0,0
S00089973,44,8,18,10,6,2,0,0,0
S00089974,41,11,14,7,5,4,0,0,0
S00089975,54,14,23,9,6,2,0,0,0
S00089976,46,7,24,8,7,0,0,0,0
S00089977,42,10,14,10,5,3,0,0,0
S00089978,67,24,27,11,5,0,0,0,0
S00089979,44,8,21,8,5,2,0,0,0
S00089980,49,18,15,9,6,1,0,0,0
S00089981,50,44,6,0,0,0,0,0,0
S00089982,45,18,13,6,8,0,0,0,0
S00089983,37,13,13,5,5,1,0,0,0
S00089984,47,17,12,11,5,2,0,0,0
S00089985,50,16,16,9,6,3,0,0,0
S00089986,50,29,15,4,1,1,0,0,0
S00089987,43,16,16,6,3,2,0,0,0
S00089988,49,12,17,15,3,2,0,0,0
S00089989,48,16,17,7,5,3,0,0,0
S00089990,42,17,11,10,2,1,0,0,1
S00089991,42,9,14,11,5,3,0,0,0
S00089992,59,14,26,9,8,2,0,0,0
S00089993,39,5,19,5,2,7,1,0,0
S00089994,44,15,15,3,5,3,3,0,0
S00089995,40,11,13,7,5,4,0,0,0
S00089996,24,5,12,4,0,2,0,1,0
S00089997,57,14,27,4,7,4,0,0,1
S00089998,75,29,26,7,12,1,0,0,0
S00089999,47,8,21,14,2,2,0,0,0
S00090000,44,8,21,6,8,1,0,0,0
S00090001,39,14,15,2,6,1,1,0,0
S00090002,60,13,21,8,9,8,1,0,0
S00090003,48,11,11,12,11,1,2,0,0
S00090004,34,11,11,4,3,4,1,0,0
S00090005,25,8,10,3,3,0,0,1,0
S00090006,44,25,11,3,2,1,2,0,0
S00090007,71,8,24,17,14,7,1,0,0
S00090008,53,35,11,6,1,0,0,0,0
S00090009,44,11,16,5,10,2,0,0,0
S00090010,38,8,11,4,14,1,0,0,0
S00090011,49,13,18,8,8,2,0,0,0
S00090012,54,15,14,11,9,4,1,0,0
S00090013,40,6,15,9,8,1,1,0,0
S00090014,55,14,20,6,11,4,0,0,0
S00090015,41,6,12,18,3,2,0,0,0
S00090016,50,23,13,6,7,1,0,0,0
S00090017,48,10,18,6,8,5,0,1,0
S00090018,50,10,14,13,6,7,0,0,0
S00090019,21,5,5,5,6,0,0,0,0
S00090020,26,9,10,4,3,0,0,0,0
S00090021,53,12,30,4,5,1,0,0,1
S00090022,46,11,14,13,6,0,2,0,0
S00090023,41,21,11,7,1,1,0,0,0
S00090024,54,13,19,8,10,3,0,1,0
S00090025,49,9,11,13,8,4,2,2,0
S00090026,29,6,14,5,2,0,2,0,0
S00090027,51,13,14,8,7,4,3,2,0
S00090028,52,10,11,20,7,3,1,0,0
S00090029,36,3,10,8,9,4,1,0,1
S00090030,40,12,9,9,7,2,0,1,0
S00090031,52,9,5,14,9,8,3,3,1
S00090032,43,5,17,8,7,5,1,0,0
S00090033,47,7,9,5,15,6,4,1,0
S00090034,48,10,15,9,9,5,0,0,0
S00090035,41,10,17,9,3,2,0,0,0
S00090036,48,8,10,8,12,7,1,1,1
S00090037,50,13,12,14,9,1,1,0,0
S00090038,42,10,16,5,7,4,0,0,0
S00090039,51,11,17,6,9,6,2,0,0
S00090040,64,18,16,8,16,3,3,0,0
S00090041,26,5,11,3,2,5,0,0,0
S00090042,50,15,15,11,5,4,0,0,0
S00090043,54,10,17,14,8,5,0,0,0
S00090044,53,8,14,16,7,6,1,1,0
S00090045,75,18,18,20,10,7,2,0,0
S00090046,39,31,3,3,2,0,0,0,0
S00090047,42,12,12,9,6,3,0,0,0
S00090048,48,9,14,13,7,4,1,0,0
S00090049,54,13,15,9,11,3,2,0,1
S00090050,46,18,9,9,4,5,1,0,0
S00090051,55,10,18,13,7,5,1,1,0
S00090052,44,10,9,9,9,4,2,0,1
S00090053,44,10,7,13,12,2,0,0,0
S00090054,58,8,5,22,14,7,1,1,0
S00090055,44,8,12,11,7,5,1,0,0
S00090056,35,4,10,10,10,1,0,0,0
S00090057,49,17,18,6,7,1,0,0,0
S00090058,49,42,7,0,0,0,0,0,0
S00090059,68,15,32,15,5,1,0,0,0
S00090060,50,11,19,11,8,1,0,0,0
S00090061,52,15,13,15,7,1,1,0,0
S00090062,43,17,16,6,3,1,0,0,0
S00090063,47,15,13,13,4,2,0,0,0
S00090064,74,30,14,20,3,4,2,0,1
S00090065,30,15,7,2,3,3,0,0,0
S00090066,29,4,8,9,7,0,1,0,0
S00090067,42,9,19,3,10,1,0,0,0
S00090068,43,7,17,12,5,1,1,0,0
S00090069,52,5,15,14,14,3,1,0,0
S00090070,79,12,31,16,10,9,0,1,0
S00090071,78,45,27,6,0,0,0,0,0
S00090072,72,38,21,6,4,2,1,0,0
S00090073,63,20,26,11,5,1,0,0,0
S00090074,74,33,36,4,1,0,0,0,0
S00090075,67,20,34,8,4,1,0,0,0
S00090076,83,39,34,6,3,1,0,0,0
S00090077,43,8,12,15,6,0,1,1,0
S00090078,76,21,38,10,7,0,0,0,0
S00090079,58,10,26,9,12,1,0,0,0
S00090080,53,19,24,7,3,0,0,0,0
S00090081,66,32,23,5,5,1,0,0,0
S00090082,43,17,18,5,3,0,0,0,0
S00090083,50,16,18,9,3,4,0,0,0
S00090084,86,47,23,9,7,0,0,0,0
S00090085,62,23,23,5,7,4,0,0,0
S00090086,55,12,19,12,7,4,1,0,0
S00090087,49,14,22,7,3,2,1,0,0
S00090088,46,13,21,7,2,3,0,0,0
S00090089,59,31,16,3,8,1,0,0,0
S00090090,20,2,4,6,6,1,1,0,0
S00090091,76,23,29,15,8,1,0,0,0
S00090092,35,13,14,6,0,2,0,0,0
S00090093,41,30,9,1,1,0,0,0,0
S00090094,53,10,20,6,12,4,1,0,0
S00090095,58,10,22,17,8,1,0,0,0
S00090096,48,13,23,6,4,2,0,0,0
S00090097,37,13,16,5,2,1,0,0,0
S00090098,56,32,17,5,2,0,0,0,0
S00090099,94,34,37,14,6,3,0,0,0
S00090100,58,10,32,8,7,1,0,0,0
S00090101,60,10,33,13,4,0,0,0,0
S00090102,42,3,20,8,9,2,0,0,0
S00090103,61,14,21,15,9,1,1,0,0
S00090104,46,8,16,10,7,3,2,0,0
S00090105,43,15,17,5,3,1,2,0,0
S00090106,65,10,24,16,8,7,0,0,0
S00090107,66,20,22,12,8,2,1,0,1
S00090108,52,6,27,11,8,0,0,0,0
S00090109,46,8,17,13,6,2,0,0,0
S00090110,54,9,23,8,11,3,0,0,0
S00090111,42,17,19,3,3,0,0,0,0
S00090112,74,8,44,16,4,2,0,0,0
S00090113,47,8,27,6,4,1,1,0,0
S00090114,47,5,20,8,11,2,1,0,0
S00090115,47,10,25,6,4,1,1,0,0
S00090116,55,6,22,10,15,2,0,0,0
S00090117,58,14,23,8,9,4,0,0,0
S00090118,64,15,28,9,9,2,0,1,0
S00090119,69,1,23,17,23,4,1,0,0
S00090120,52,6,22,9,11,4,0,0,0
S00090121,79,9,24,17,23,3,2,0,1
S00090122,58,21,23,7,6,1,0,0,0
S00090123,51,18,22,8,2,1,0,0,0
S00090124,70,44,19,5,2,0,0,0,0
S00090125,54,37,15,1,0,1,0,0,0
S00090126,73,38,20,7,6,1,1,0,0
S00090127,60,16,24,11,7,1,1,0,0
S00090128,42,6,17,11,6,2,0,0,0
S00090129,61,15,28,10,6,2,0,0,0
S00090130,67,29,27,6,4,0,0,0,1
S00090131,63,19,23,11,8,2,0,0,0
S00090132,59,12,24,7,11,5,0,0,0
S00090133,91,38,27,14,10,2,0,0,0
S00090134,59,14,19,13,13,0,0,0,0
S00090135,57,10,22,12,12,1,0,0,0
S00090136,61,21,16,15,9,0,0,0,0
S00090137,64,30,19,10,4,1,0,0,0
S00090138,44,8,19,6,8,3,0,0,0
S00090139,59,20,23,8,6,2,0,0,0
S00090140,41,9,14,4,13,1,0,0,0
S00090141,29,2,3,12,10,2,0,0,0
S00090142,58,24,17,10,6,0,0,1,0
S00090143,42,13,17,11,1,0,0,0,0
S00090144,45,17,18,6,4,0,0,0,0
S00090145,54,17,23,9,5,0,0,0,0
S00090146,50,22,24,3,0,1,0,0,0
S00090147,48,23,18,3,3,1,0,0,0
S00090148,40,15,11,9,4,1,0,0,0
S00090149,73,23,25,12,12,1,0,0,0
S00090150,48,23,20,1,4,0,0,0,0
S00090151,47,20,17,8,0,2,0,0,0
S00090152,48,19,16,10,3,0,0,0,0
S00090153,50,9,23,9,8,1,0,0,0
S00090154,45,8,15,11,6,4,1,0,0
S00090155,50,13,19,14,4,0,0,0,0
S00090156,41,12,12,7,7,3,0,0,0
S00090157,76,23,28,16,7,2,0,0,0
S00090158,41,12,11,7,6,5,0,0,0
S00090159,69,30,21,10,7,1,0,0,0
S00090160,58,16,23,11,7,1,0,0,0
S00090161,49,9,26,9,2,2,1,0,0
S00090162,59,18,17,13,8,3,0,0,0
S00090163,49,17,19,10,3,0,0,0,0
